#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
501,Smartshare,SSP,2.67 십억,0.583003,4.58 십억*,245.29 백만,-3.40%,-14.23%,7.08%
502,Blackmoon,BMC,2.67 십억,121.64,21.92 백만*,293.34 백만,-0.23%,-2.18%,-7.05%
503,DADI,DADI,2.65 십억,35.46,74.80 백만*,144.50 백만,-0.36%,-11.08%,-7.93%
504,Graft,GRFT,2.64 십억,5.97,442.26 백만,12.61 백만,-0.94%,-3.34%,-10.05%
505,Sentinel,SENT,2.64 십억,1.32,2.00 십억*,5.33 백만,-0.26%,-4.47%,-8.59%
506,Lightpaycoin,LPC,2.63 십억,572.01,4.60 백만*,178.56 백만,-0.73%,3.33%,3.49%
507,FirstBlood,1ST,2.52 십억,29.48,85.56 백만*,1.00 백만,-0.29%,4.60%,-14.80%
508,Aurora DAO,AURA,2.51 십억,16.47,152.25 백만*,5.79 백만,-0.27%,-10.32%,-1.26%
509,Distributed C...,DCC,2.51 십억,1.37,1.83 십억*,2.05 십억,-0.33%,-6.36%,-6.23%
510,FansTime,FTI,2.51 십억,0.879176,2.85 십억*,45.43 백만,2.43%,0.87%,-2.62%
511,DxChain Token,DX,2.50 십억,0.164441,15.20 십억*,121.58 백만,-1.41%,0.60%,-21.69%
512,CEEK VR,CEEK,2.50 십억,3.64,686.20 백만*,117.03 백만,0.07%,-7.33%,-17.67%
513,MonetaryUnit,MUE,2.48 십억,17.05,145.62 백만,9.54 백만,-0.02%,-4.48%,-5.26%
514,GridCoin,GRC,2.46 십억,5.98,412.33 백만,7.34 백만,-0.29%,-2.97%,-6.17%
515,Online,OIO,2.43 십억,2.76,877.66 백만*,11.65 백만,-1.03%,-14.67%,-19.60%
516,Brickblock,BBK,2.42 십억,32.20,75.13 백만*,50.99 백만,0.49%,-3.07%,6.94%
517,ColossusXT,COLX,2.42 십억,0.221277,10.93 십억,930.99 천,-12.23%,-7.16%,-4.64%
518,Spectrecoin,XSPEC,2.42 십억,116.25,20.79 백만*,4.13 백만,-0.90%,-0.02%,8.90%
519,Zebi,ZCO,2.38 십억,4.77,500.00 백만*,202.31 백만,-0.38%,2.84%,-5.27%
520,Mass Vehicle ...,MVL,2.38 십억,0.452766,5.25 십억*,882.47 천,-3.04%,-7.74%,-22.23%
521,Blockport,BPT,2.36 십억,44.70,52.87 백만*,102.81 백만,3.29%,-0.79%,-3.98%
522,PayPie,PPP,2.35 십억,28.54,82.50 백만*,28.52 백만,-12.32%,-37.59%,-58.00%
523,Electrify.Asia,ELEC,2.35 십억,4.95,475.34 백만*,24.21 백만,-0.17%,-9.37%,-14.66%
524,DIMCOIN,DIM,2.35 십억,1.12,2.10 십억*,148.62 백만,-0.31%,-2.60%,-3.26%
525,Lendingblock,LND,2.34 십억,3.88,604.32 백만*,152.64 백만,0.09%,-14.21%,-10.42%
526,ThoreCoin,THR,2.34 십억,27228.68,85.91 천*,39.55 백만,2.54%,-1.80%,-6.16%
527,TRAXIA,TMT,2.32 십억,4.73,491.94 백만*,95.79 백만,0.94%,-8.53%,16.67%
528,Peculium,PCL,2.31 십억,1.18,1.97 십억*,134.51 백만,-2.57%,-4.54%,0.51%
529,Welltrado,WTL,2.31 십억,62.28,37.10 백만*,256.59 백만,10.66%,24.50%,19.46%
530,SureRemit,RMT,2.31 십억,4.61,500.00 백만*,14.82 백만,7.16%,-15.71%,-22.64%
531,Yocoin,YOC,2.25 십억,6.87,326.93 백만,8.47 백만,-1.90%,-7.18%,10.30%
532,Rise,RISE,2.24 십억,16.96,131.88 백만*,2.22 백만,-0.35%,13.78%,-11.03%
533,YEE,YEE,2.23 십억,1.63,1.37 십억*,2.17 십억,-1.03%,-3.71%,-9.99%
534,Ulord,UT,2.23 십억,48.70,45.77 백만*,235.10 백만,0.12%,1.00%,-3.42%
535,carVertical,CV,2.22 십억,0.286705,7.74 십억*,11.86 백만,1.35%,-7.66%,-4.39%
536,Radium,RADS,2.21 십억,620.44,3.56 백만*,16.32 백만,1.77%,-7.67%,-18.04%
537,EBCoin,EBC,2.21 십억,0.589877,3.74 십억*,40.77 백만,0.24%,6.82%,-2.00%
538,VeriCoin,VRC,2.19 십억,69.86,31.40 백만,43.51 백만,0.19%,-3.73%,-3.69%
539,Decision Token,HST,2.19 십억,68.32,32.03 백만*,47.54 백만,-0.73%,1.25%,-18.53%
540,PolySwarm,NCT,2.18 십억,1.41,1.55 십억*,84.61 백만,7.27%,3.12%,-13.09%
541,Ivy,IVY,2.18 십억,7.09,307.09 백만*,3.49 백만,-0.28%,-4.21%,-18.20%
542,Coinvest,COIN,2.16 십억,182.86,11.80 백만*,4.34 백만,66.75%,20.41%,76.17%
543,Pal Network,PAL,2.15 십억,4.68,459.40 백만*,173.09 백만,-0.16%,-3.22%,0.93%
544,U Network,UUU,2.15 십억,0.364467,5.90 십억*,119.46 백만,1.02%,-1.43%,-1.84%
545,CargoX,CXO,2.15 십억,16.66,129.07 백만*,32.96 백만,-0.27%,3.91%,3.02%
546,MARK.SPACE,MRK,2.15 십억,3.92,547.34 백만*,155.13 백만,-0.09%,-6.51%,-11.26%
547,Remme,REM,2.15 십억,3.49,614.32 백만*,190.07 백만,-0.71%,-2.21%,-9.00%
548,YGGDRASH,YEED,2.14 십억,0.434736,4.91 십억*,176.72 백만,-1.14%,-2.28%,-25.02%
549,UpToken,UP,2.13 십억,14.56,146.54 백만*,14.05 백만,-0.84%,-4.42%,-4.49%
550,Blocktrade Token,BTT,2.13 십억,39.29,54.13 백만*,4.85 백만,-0.27%,-0.38%,-7.69%
551,Experience Po...,XP,2.13 십억,0.008247,257.74 십억,17.22 백만,-0.39%,-4.89%,-4.91%
552,MktCoin,MLM,2.12 십억,1.84,1.15 십억,1.38 백만,1.60%,-1.12%,1.53%
553,EDUCare,EKT,2.11 십억,4.69,450.00 백만*,25.36 백만,-0.36%,0.75%,-13.86%
554,Bloom,BLT,2.10 십억,43.81,47.86 백만*,85.04 백만,2.73%,-9.87%,-31.74%
555,Skrumble Network,SKM,2.08 십억,2.75,755.88 백만*,788.07 백만,0.38%,-7.31%,7.46%
556,Nimiq,NIM,2.07 십억,0.755562,2.74 십억,73.69 백만,-0.26%,-1.26%,-4.03%
557,ChatCoin,CHAT,2.07 십억,3.00,690.00 백만*,167.01 백만,-1.30%,0.32%,19.49%
558,OWNDATA,OWN,2.07 십억,0.188201,11.00 십억*,10.90 백만,-6.13%,-12.76%,-15.96%
559,OAX,OAX,2.06 십억,82.40,25.01 백만*,934.41 백만,-0.25%,-3.98%,-9.50%
560,Anoncoin,ANC,2.06 십억,974.32,2.11 백만,664.34 천,-0.17%,-23.46%,-23.70%
561,Birake,BIR,2.05 십억,73.68,27.89 백만,90.80 백만,-2.47%,-5.24%,-19.25%
562,Switcheo,SWTH,2.04 십억,3.91,522.69 백만*,3.58 백만,-0.34%,-2.78%,-26.15%
563,Divi,DIVI,2.04 십억,2.81,725.59 백만,11.83 백만,-0.65%,3.73%,-31.86%
564,Hydro Protocol,HOT,2.03 십억,2.90,702.00 백만*,39.63 백만,-0.34%,-8.35%,-9.99%
565,Ecobit,ECOB,2.03 십억,4.56,444.44 백만*,936.14 천,-0.33%,-55.25%,-45.08%
566,HashCoin,HSC,2.01 십억,0.156424,12.86 십억*,1.77 백만,4.17%,-1.46%,1.04%
567,Delphy,DPY,2.01 십억,40.78,49.24 백만*,75.64 백만,0.24%,1.31%,-2.15%
568,Liquidity Net...,LQD,1.99 십억,46.25,43.13 백만*,235.40 백만,0.89%,11.57%,-6.19%
569,DATx,DATX,1.98 십억,1.43,1.39 십억*,101.59 백만,-0.74%,-5.89%,-2.66%
570,CashBet Coin,CBC,1.98 십억,12.94,153.28 백만*,26.70 백만,-1.51%,3.88%,5.04%
571,Ubex,UBEX,1.96 십억,0.642692,3.05 십억*,847.20 백만,1.82%,-1.20%,-6.39%
572,HyperSpace,AMP,1.96 십억,19.45,100.73 백만*,11.11 백만,0.82%,0.30%,13.68%
573,Niobium Coin,NBC,1.96 십억,39.65,49.41 백만*,22.78 백만,-0.32%,8.51%,-4.41%
574,DeepOnion,ONION,1.94 십억,120.47,16.12 백만,6.15 백만,-0.89%,-2.59%,-3.34%
575,Snetwork,SNET,1.94 십억,14.48,133.92 백만*,11.55 백만,0.02%,5.59%,-11.37%
576,FNKOS,FNKOS,1.92 십억,13.92,138.12 백만*,2.45 백만,-0.33%,-2.99%,58.14%
577,AI Doctor,AIDOC,1.92 십억,4.33,443.33 백만*,351.27 백만,-0.72%,-4.20%,-4.51%
578,Eximchain,EXC,1.91 십억,28.40,67.31 백만*,12.75 백만,-0.28%,-13.91%,-16.87%
579,XMax,XMX,1.91 십억,0.248365,7.67 십억*,42.14 백만,0.22%,-6.81%,-17.36%
580,LinkEye,LET,1.90 십억,3.16,600.00 백만*,2.04 십억,-2.25%,-13.98%,-8.42%
581,CanonChain,CZR,1.90 십억,3.90,485.87 백만*,22.31 백만,1.87%,-6.84%,16.15%
582,Auroracoin,AUR,1.90 십억,110.70,17.12 백만,1.32 백만,3.08%,-1.00%,-0.14%
583,FarmaTrust,FTT,1.87 십억,3.12,600.00 백만*,113.90 백만,-0.10%,-5.12%,22.83%
584,POPCHAIN,PCH,1.86 십억,3.65,510.66 백만*,201.13 백만,7.75%,1.47%,-24.76%
585,LocalCoinSwap,LCS,1.84 십억,35.07,52.36 백만*,134.41 백만,-0.43%,-5.05%,-12.52%
586,CVCoin,CVN,1.79 십억,144.78,12.38 백만*,181.47 백만,-0.02%,-2.54%,-10.87%
587,aXpire,AXPR,1.79 십억,6.52,274.50 백만*,104.39 백만,0.90%,1.75%,-5.19%
588,DACSEE,DACS,1.78 십억,2.38,747.35 백만*,48.94 백만,-0.08%,-8.20%,-12.34%
589,LUXCoin,LUX,1.77 십억,561.84,3.16 백만,16.89 백만,-0.24%,-8.78%,-27.24%
590,Gambit,GAM,1.75 십억,1520.35,1.15 백만*,1.83 백만,13.75%,11.35%,14.35%
591,Dotcoin,DOT,1.74 십억,5.58,312.02 백만*,15.60 백만,-0.33%,-2.40%,-6.74%
592,Nebula AI,NBAI,1.73 십억,1.49,1.16 십억*,2.35 백만,0.25%,10.93%,8.39%
593,LINA,LINA,1.72 십억,16.02,107.54 백만*,5.11 백만,0.41%,-1.72%,-15.17%
594,DAO.Casino,BET,1.71 십억,10.23,167.27 백만*,587.02 천,-4.27%,-6.62%,-18.84%
595,FoodCoin,FOOD,1.70 십억,4.27,398.84 백만*,21.67 백만,-0.36%,-11.30%,98.15%
596,Hacken,HKN,1.70 십억,317.73,5.36 백만*,12.19 백만,-0.46%,-1.22%,3.49%
597,ATC Coin,ATCC,1.70 십억,7.10,239.21 백만*,79.58 백만,-0.36%,-7.36%,-22.85%
598,Global Social...,GSC,1.69 십억,3.57,472.92 백만*,90.95 백만,-0.69%,-6.06%,-19.39%
599,Unibright,UBT,1.68 십억,12.06,139.46 백만*,76.12 백만,17.31%,-1.95%,6.85%
600,EnergiToken,ETK,1.68 십억,0.905830,1.85 십억*,10.40 백만,-0.36%,-4.57%,-20.77%
601,HollyWoodCoin,HWC,1.68 십억,137.63,12.18 백만,119.30 백만,-0.36%,-2.75%,-20.37%
602,Xriba,XRA,1.67 십억,25.50,65.68 백만*,12.52 백만,-2.54%,-2.84%,-14.34%
603,CommerceBlock,CBT,1.64 십억,9.48,173.26 백만*,2.41 백만,-0.28%,-16.91%,50.25%
604,Spectre.ai Ut...,SXUT,1.64 십억,66.80,24.53 백만*,104.90 백만,-0.43%,-0.61%,26.22%
605,NeuroChain,NCC,1.64 십억,6.43,254.64 백만*,14.08 백만,-0.32%,-6.52%,-17.33%
606,Tolar,TOL,1.62 십억,5.14,315.63 백만*,217.37 백만,-0.58%,-2.39%,0.34%
607,Bodhi,BOT,1.62 십억,40.56,40.00 백만*,634.42 백만,4.71%,-7.17%,28.16%
608,Phantasma,SOUL,1.62 십억,27.72,58.33 백만*,118.57 백만,-0.19%,-0.93%,-7.88%
609,Paypex,PAYX,1.60 십억,23.41,68.43 백만*,13.83 백만,-4.48%,-4.23%,-1.24%
610,Circuits of V...,COVAL,1.59 십억,1.59,1.00 십억*,1.87 백만,-0.36%,-3.05%,-10.29%
611,NoLimitCoin,NLC2,1.58 십억,7.52,210.58 백만*,23.98 백만,-2.12%,9.53%,24.89%
612,Stellite,XTL,1.58 십억,0.217374,7.26 십억,2.79 백만,-0.34%,-6.74%,-6.62%
613,QChi,QCH,1.58 십억,68.53,23.01 백만*,4.19 백만,-0.18%,-6.80%,55.69%
614,Humaniq,HMQ,1.58 십억,8.51,185.29 백만*,92.63 백만,0.66%,-13.81%,-20.50%
615,Airbloc,ABL,1.57 십억,7.44,211.14 백만*,127.61 백만,0.40%,-7.91%,-5.82%
616,Molecule,MOL,1.57 십억,0.122670,12.78 십억*,1.39 십억,-1.24%,-3.51%,13.67%
617,Grid+,GRID,1.56 십억,39.78,39.24 백만*,27.89 백만,-0.27%,-3.06%,-26.02%
618,Flixxo,FLIXX,1.55 십억,19.40,80.08 백만*,8.00 백만,-0.30%,-6.73%,8.66%
619,Howdoo,UDOO,1.55 십억,17.24,89.69 백만*,266.55 백만,-1.81%,35.99%,7.10%
620,Cardstack,CARD,1.55 십억,0.645640,2.40 십억*,146.23 백만,-3.15%,-5.07%,-13.20%
621,Global Crypto...,GCC,1.54 십억,1.27,1.21 십억*,19.72 백만,-2.86%,-0.91%,103.58%
622,SunContract,SNC,1.53 십억,12.44,122.71 백만*,206.48 백만,-0.25%,-2.87%,-12.09%
623,PAYCENT,PYN,1.52 십억,49.72,30.66 백만*,4.05 백만,13.70%,-11.91%,-6.64%
624,Kcash,KCASH,1.52 십억,4.83,315.51 백만*,292.79 백만,-0.11%,-4.91%,-13.09%
625,ZelCash,ZEL,1.52 십억,32.30,47.02 백만,1.92 백만,1.56%,-3.91%,-22.26%
626,SolarCoin,SLR,1.51 십억,30.50,49.56 백만*,42.97 백만,-2.54%,19.39%,3.95%
627,BitSend,BSD,1.51 십억,70.21,21.51 백만,1.70 백만,3.08%,1.76%,-3.46%
628,VINchain,VIN,1.50 십억,3.13,480.11 백만*,100.31 백만,-0.25%,-8.43%,-7.45%
629,GoNetwork,GOT,1.50 십억,25.00,59.99 백만*,336.18 백만,3.72%,-2.68%,-8.45%
630,DAOstack,GEN,1.49 십억,38.81,38.46 백만*,586.22 천,-0.27%,-2.99%,18.93%
631,SUQA,SUQA,1.48 십억,3.58,414.83 백만,31.43 백만,0.18%,-5.86%,-21.77%
632,UNIVERSAL CASH,UCASH,1.48 십억,0.177447,8.34 십억*,108.87 백만,-0.51%,-2.99%,-20.52%
633,Gentarium,GTM,1.48 십억,739.39,2.00 백만,2.48 백만,-0.34%,-5.22%,0.74%
634,Expanse,EXP,1.48 십억,140.86,10.50 백만,37.40 백만,5.55%,13.06%,25.39%
635,Banca,BANCA,1.47 십억,0.082169,17.93 십억*,31.35 백만,-1.19%,-9.64%,-12.22%
636,DAEX,DAX,1.47 십억,4.15,354.67 백만*,307.79 백만,-0.19%,-2.10%,-8.88%
637,NewYorkCoin,NYC,1.46 십억,0.010871,134.02 십억,1.81 백만,-0.35%,-18.14%,-9.84%
638,Cappasity,CAPP,1.45 십억,2.89,501.19 백만*,46.14 백만,3.07%,-5.38%,-0.04%
639,Morpheus.Network,MRPH,1.45 십억,48.78,29.66 백만*,24.79 백만,-0.30%,-4.32%,-11.44%
640,DAV Coin,DAV,1.44 십억,3.16,454.64 백만*,105.03 백만,0.88%,-1.40%,-0.45%
641,DomRaider,DRT,1.43 십억,2.42,591.50 백만*,45.20 백만,-1.43%,-10.75%,-27.06%
642,Databits,DTB,1.42 십억,62.42,22.75 백만*,2.86 백만,-0.50%,-1.28%,-4.74%
643,Kind Ads Token,KIND,1.42 십억,40.19,35.32 백만*,1.28 백만,2.55%,-18.95%,-25.25%
644,ZPER,ZPR,1.42 십억,1.06,1.34 십억*,56.32 백만,-1.22%,-9.87%,-32.02%
645,MidasProtocol,MAS,1.41 십억,5.39,262.55 백만*,31.57 백만,0.05%,-3.59%,-7.88%
646,RightMesh,RMESH,1.41 십억,23.50,60.00 백만*,80.85 백만,-9.44%,-3.67%,-13.18%
647,EXRNchain,EXRN,1.40 십억,0.015117,92.50 십억*,106.75 백만,-0.24%,2.45%,1.70%
648,Fox Trading,FOXT,1.40 십억,154.78,9.03 백만*,230.68 백만,-4.22%,-6.01%,3.45%
649,PRASM,PSM,1.40 십억,0.688335,2.03 십억*,10.60 백만,-0.29%,-13.30%,-33.99%
650,Zeusshield,ZSC,1.39 십억,1.21,1.15 십억*,19.59 백만,-0.29%,-1.62%,-5.05%
651,Sphere,SPHR,1.39 십억,451.05,3.08 백만*,4.82 백만,-0.52%,-3.70%,10.04%
652,Chronobank,TIME,1.39 십억,1958.09,710.11 천*,47.73 백만,0.21%,-5.87%,-6.02%
653,Musicoin,MUSIC,1.39 십억,1.12,1.24 십억,18.65 백만,-0.43%,-6.98%,-20.19%
654,ZMINE,ZMN,1.39 십억,10.35,134.25 백만*,7.89 백만,-5.26%,-14.18%,-22.45%
655,OracleChain,OCT,1.39 십억,46.20,30.00 백만*,872.36 천,-0.19%,-4.37%,-10.84%
656,Bitcoin Incog...,XBI,1.38 십억,198.09,6.99 백만,13.03 백만,-5.46%,3.61%,-25.27%
657,Gems,GEM,1.38 십억,1.20,1.15 십억*,8.03 백만,0.94%,-1.95%,-4.44%
658,Swarm City,SWT,1.37 십억,163.76,8.34 백만*,14.00 백만,-0.50%,-11.99%,-8.36%
659,Shivom,OMX,1.36 십억,2.05,664.10 백만*,1.13 백만,1.98%,16.13%,-7.58%
660,TrueFlip,TFL,1.35 십억,215.99,6.25 백만*,96.26 백만,-0.33%,-2.62%,-10.40%
661,STK,STK,1.32 십억,3.87,341.84 백만*,83.52 백만,-0.48%,-0.08%,-21.56%
662,BitMart Token,BMX,1.32 십억,11.15,118.33 백만*,177.70 백만,0.66%,-3.12%,-16.25%
663,Egretia,EGT,1.32 십억,0.401184,3.29 십억*,185.79 백만,-1.22%,-0.61%,-7.96%
664,indaHash,IDH,1.32 십억,3.29,399.94 백만*,144.87 백만,-0.15%,-0.48%,-2.69%
665,Ormeus Coin,ORME,1.32 십억,77.22,17.03 백만*,130.13 백만,0.45%,-2.53%,-5.07%
666,Litex,LXT,1.31 십억,1.60,820.00 백만*,310.09 백만,-0.19%,-4.68%,-6.81%
667,TraDove B2BCoin,BBC,1.31 십억,2.62,500.00 백만*,35.69 백만,-0.10%,-0.98%,-12.49%
668,Linker Coin,LNC,1.31 십억,11.59,112.78 백만*,640.01 천,18.12%,-11.35%,39.26%
669,sUSD,SUSD,1.31 십억,1101.88,1.19 백만*,11.54 백만,-0.26%,-2.23%,-2.07%
670,Matchpool,GUP,1.30 십억,17.37,75.00 백만*,28.48 백만,-0.69%,-6.44%,-3.20%
671,ugChain,UGC,1.30 십억,2.29,568.84 백만*,99.54 백만,-0.18%,-1.26%,-3.11%
672,Neurotoken,NTK,1.30 십억,16.44,78.91 백만*,76.16 백만,-0.56%,-2.54%,-10.11%
673,ALIS,ALIS,1.29 십억,33.21,38.93 백만*,843.75 천,-0.36%,-7.59%,6.43%
674,GoByte,GBX,1.28 십억,405.68,3.16 백만,26.96 백만,-0.40%,-1.90%,-7.24%
675,LogisCoin,LGS,1.28 십억,884.40,1.45 백만*,261.05 백만,-0.41%,-5.44%,-3.90%
676,HiCoin,XHI,1.28 십억,0.288023,4.43 십억,1.16 백만,-0.45%,10.13%,49.09%
677,Sharder,SS,1.28 십억,4.51,283.28 백만*,217.30 백만,-0.64%,-8.03%,-20.55%
678,Elite,1337,1.27 십억,0.048434,26.32 십억*,1.09 백만,-0.26%,-3.50%,6.80%
679,AirWire,WIRE,1.26 십억,10.47,120.06 백만,45.95 백만,-0.06%,12.28%,4.25%
680,Effect.AI,EFX,1.25 십억,6.06,206.67 백만*,2.01 백만,-0.60%,-7.91%,4.91%
681,DeviantCoin,DEV,1.25 십억,92.56,13.50 백만,11.76 백만,16.47%,12.56%,-13.45%
682,Patientory,PTOY,1.25 십억,17.79,70.00 백만*,10.17 백만,-0.34%,-3.48%,0.38%
683,Masari,MSR,1.24 십억,143.30,8.67 백만,1.34 백만,-3.47%,-4.82%,-16.10%
684,Sharpe Platfo...,SHP,1.24 십억,72.23,17.18 백만*,7.21 백만,1.55%,8.18%,46.29%
685,On.Live,ONL,1.24 십억,57.35,21.62 백만*,69.35 백만,-0.25%,-4.77%,-11.01%
686,ContentBox,BOX,1.24 십억,2.01,615.48 백만*,96.89 백만,-1.13%,-6.51%,-14.09%
687,Crowd Machine,CMCT,1.23 십억,2.62,470.16 백만*,5.34 백만,7.98%,16.91%,-40.10%
688,OKCash,OK,1.23 십억,16.59,74.29 백만*,16.62 백만,-0.78%,-3.40%,-0.17%
689,Gene Source C...,GENE,1.23 십억,3.33,368.94 백만*,9.90 백만,-0.14%,-1.97%,-3.30%
690,Morpheus Labs,MITX,1.22 십억,5.95,205.58 백만*,6.27 백만,-0.02%,8.55%,-6.83%
691,REAL,REAL,1.22 십억,121.20,10.06 백만*,655.08 천,-0.15%,-6.37%,-5.67%
692,Motocoin,MOTO,1.22 십억,62.02,19.64 백만,636.64 천,-0.36%,14.95%,1.35%
693,Novacoin,NVC,1.22 십억,537.64,2.27 백만,1.78 백만,-4.16%,-1.40%,-6.06%
694,KARMA,KARMA,1.20 십억,0.363149,3.30 십억*,1.28 백만,-3.06%,-42.62%,-36.66%
695,Miners' Rewar...,MRT,1.18 십억,117.70,10.00 백만*,629.99 천,-1.15%,-5.58%,47.48%
696,SelfSell,SSC,1.17 십억,3.00,390.00 백만*,308.96 백만,-2.28%,-8.85%,-2.79%
697,Dovu,DOV,1.17 십억,2.92,399.76 백만*,648.75 천,-0.30%,-2.24%,1.92%
698,ShipChain,SHIP,1.16 십억,5.24,222.45 백만*,849.16 천,5.47%,-1.39%,18.47%
699,Experty,EXY,1.16 십억,42.87,27.09 백만*,11.82 백만,-0.94%,-5.05%,-21.60%
700,BDT Token,BDT,1.16 십억,3.39,341.84 백만*,632.55 천,-0.91%,7.08%,-12.64%
701,Golos,GOLOS,1.16 십억,9.31,124.52 백만,2.65 백만,-1.10%,-18.41%,10.79%
702,Capricoin,CPC,1.16 십억,580.52,1.99 백만*,50.99 백만,-0.33%,-6.50%,-3.56%
703,DubaiCoin,DBIX,1.14 십억,509.14,2.23 백만,5.48 백만,-6.42%,-0.66%,-12.03%
704,Formosa Finan...,FMF,1.13 십억,1.53,742.02 백만*,39.16 백만,0.43%,-1.15%,-3.95%
705,Turtlecoin,TRTL,1.13 십억,0.043005,26.22 십억,54.07 백만,0.24%,-4.82%,-9.80%
706,LatiumX,LATX,1.12 십억,10.74,104.41 백만*,152.63 백만,-0.17%,4.69%,36.85%
707,Puregold Token,PGT,1.12 십억,104.64,10.67 백만*,2.35 백만,-0.13%,-27.04%,-62.11%
708,Mallcoin,MLC,1.11 십억,6.32,176.14 백만*,42.26 백만,7.07%,4.60%,2.51%
709,Banyan Network,BBN,1.11 십억,2.35,471.93 백만*,55.91 백만,-1.64%,-3.67%,-17.74%
710,Omni,OMNI,1.10 십억,1960.09,561.72 천*,1.42 백만,-0.46%,-7.05%,-22.14%
711,WeAreSatoshi,WSX,1.10 십억,44.80,24.53 백만,4.49 백만,-7.91%,-12.29%,-12.57%
712,Aventus,AVT,1.10 십억,182.95,6.00 백만*,8.41 백만,2.89%,-3.09%,-4.98%
713,GeoCoin,GEO,1.09 십억,343.55,3.18 백만*,1.25 백만,-0.36%,-5.24%,-9.21%
714,AidCoin,AID,1.09 십억,24.82,43.87 백만*,20.68 백만,0.12%,-4.29%,-9.28%
715,Ink Protocol,XNK,1.09 십억,5.61,193.95 백만*,64.38 백만,-1.09%,-9.87%,-19.66%
716,Qwark,QWARK,1.08 십억,16.15,66.67 백만*,2.05 백만,-0.38%,1.98%,-4.14%
717,SIBCoin,SIB,1.07 십억,62.37,17.23 백만,25.69 백만,-2.15%,-6.75%,-7.23%
718,Constellation,DAG,1.07 십억,1.69,635.73 백만*,46.33 백만,-1.44%,-5.03%,-19.74%
719,Rivetz,RVT,1.07 십억,40.80,26.24 백만*,1.84 백만,-0.32%,-9.01%,-12.22%
720,The Abyss,ABYSS,1.06 십억,4.76,223.41 백만*,135.57 백만,-4.32%,-6.03%,-9.56%
721,EchoLink,EKO,1.06 십억,2.85,372.81 백만*,511.97 백만,3.49%,5.29%,-4.10%
722,BOXX Token [B...,BOXX,1.06 십억,46.31,22.92 백만*,170.32 백만,-0.48%,-7.40%,-11.99%
723,TrustNote,TTT,1.06 십억,3.41,310.00 백만*,1.53 십억,-0.36%,-5.22%,-27.06%
724,Dynamic,DYN,1.06 십억,341.99,3.09 백만,5.39 백만,3.61%,1.80%,6.04%
725,SHIELD,XSH,1.06 십억,2.06,512.97 백만,2.33 백만,-0.23%,-4.27%,1.73%
726,WABnetwork,WAB,1.05 십억,0.105790,9.94 십억*,6.02 백만,-0.26%,6.07%,-24.05%
727,Hashgard,GARD,1.05 십억,0.067562,15.52 십억*,222.42 백만,-0.60%,-3.94%,4.67%
728,Merculet,MVP,1.05 십억,0.301780,3.47 십억*,173.21 백만,-0.30%,-1.74%,-5.59%
729,Medicalchain,MTN,1.05 십억,4.52,231.34 백만*,165.30 백만,0.33%,-6.74%,-23.84%
730,OneLedger,OLT,1.04 십억,3.07,339.64 백만*,437.97 백만,-1.87%,-1.41%,-7.90%
731,Vexanium,VEX,1.04 십억,3.46,301.80 백만*,249.67 백만,-2.95%,-7.44%,-20.70%
732,Silent Notary,SNTR,1.04 십억,0.012474,83.47 십억*,75.59 백만,-0.45%,-9.73%,1.57%
733,Autonio,NIO,1.04 십억,12.48,83.17 백만*,132.42 백만,-0.01%,-1.83%,-3.73%
734,Cryptosolartech,CST,1.02 십억,15.94,64.28 백만*,38.78 백만,-0.35%,-8.67%,-33.45%
735,Nework,NKC,1.02 십억,6.94,147.59 백만*,178.05 백만,-0.44%,-7.70%,-10.88%
736,4NEW,KWATT,1.02 십억,18.74,54.61 백만*,85.54 백만,-0.16%,13.74%,-8.30%
737,Debitum,DEB,1.02 십억,5.14,198.45 백만*,18.55 백만,0.25%,0.08%,-6.97%
738,ExclusiveCoin,EXCL,1.02 십억,192.76,5.28 백만,38.35 백만,-2.25%,-5.88%,1.07%
739,Zap,ZAP,1.01 십억,7.86,128.69 백만* ,797.83 천,-0.33%,-1.53%,-10.30%
740,Kore,KORE,998.09 백만,470.49,2.12 백만*,47.64 백만,0.27%,-1.20%,10.07%
741,Syndicate,SYNX,995.91 백만,30.63,32.52 백만,5.54 백만,-0.42%,-0.46%,-0.06%
742,Kleros,PNK,994.70 백만,5.68,175.08 백만*,2.07 백만,-0.12%,-0.76%,-10.66%
743,Pirl,PIRL,989.16 백만,30.15,32.81 백만,11.65 백만,-0.43%,-8.07%,-13.33%
744,WeTrust,TRST,988.08 백만,10.72,92.15 백만*,81.94 백만,-0.21%,-4.00%,-6.52%
745,VouchForMe,IPL,982.95 백만,4.89,201.00 백만*,88.45 백만,-0.33%,-0.86%,12.93%
746,RED,RED,976.96 백만,7.52,130.00 백만*,18.55 백만,-0.11%,-1.01%,-14.25%
747,Cryptopay,CPAY,970.68 백만,14.21,68.33 백만*,576.09 천,-0.30%,-3.15%,-12.87%
748,Insights Network,INSTAR,967.74 백만,6.99,138.36 백만*,55.47 백만,-0.47%,-1.56%,-2.51%
749,Ethersocial,ESN,957.06 백만,37.17,25.75 백만,1.58 백만,-2.64%,-22.90%,-33.70%
750,Upfiring,UFR,953.77 백만,49.06,19.44 백만*,7.19 백만,-0.72%,7.37%,9.11%
