#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
1013,CampusCoin,CMPCO,169.76 백만,0.332887,509.96 백만,872.66 천,0.01%,-5.03%,-17.10%
1014,Webcoin,WEB,169.61 백만,5.07,33.47 백만*,519.07 백만,-0.31%,2.80%,-17.30%
1015,Aigang,AIX,168.00 백만,7.55,22.25 백만*,14.79 백만,-1.23%,-4.43%,-8.41%
1016,Pigeoncoin,PGN,167.71 백만,0.110911,1.51 십억,3.12 백만,0.08%,1.31%,-7.01%
1017,Aegeus,AEG,166.79 백만,6.46,25.83 백만*,1.30 백만,1.07%,-3.48%,29.42%
1018,PAWS Fund,PAWS,166.26 백만,887.76,187.28 천,7.81 백만,-0.02%,11.50%,-12.45%
1019,Cazcoin,CAZ,163.76 백만,4.29,38.13 백만*,12.66 백만,-4.35%,-19.38%,-34.52%
1020,EUNOMIA,ENTS,163.26 백만,0.009926,16.45 십억*,2.83 백만,-0.27%,0.68%,-5.80%
1021,Absolute,ABS,163.24 백만,20.34,8.02 백만,3.52 백만,0.37%,5.68%,7.64%
1022,Hurify,HUR,162.79 백만,0.815451,199.63 백만*,7.44 백만,-0.01%,1.01%,-14.89%
1023,FundRequest,FND,161.90 백만,3.44,47.07 백만*,6.35 백만,0.12%,-2.41%,-27.87%
1024,Actinium,ACM,159.08 백만,23.87,6.67 백만,2.89 백만,0.84%,-4.21%,-33.67%
1025,Iungo,ING,159.00 백만,3.97,40.00 백만*,209.95 백만,-0.06%,-3.07%,-11.77%
1026,BitWhite,BTW,157.03 백만,4.32,36.33 백만,216.54 백만,-0.24%,1.62%,-22.16%
1027,Aditus,ADI,156.70 백만,0.669339,234.11 백만*,43.81 백만,-0.33%,3.49%,-9.74%
1028,ModulTrade,MTRC,155.35 백만,4.28,36.32 백만*,47.95 백만,-7.98%,-13.01%,-29.61%
1029,Provoco Token,VOCO,154.65 백만,1.04,148.18 백만*,107.26 백만,4.67%,3.16%,-31.04%
1030,PlatinumBAR,XPTX,152.45 백만,74.29,2.05 백만,632.73 천,-0.08%,4.12%,14.51%
1031,Castle,CSTL,151.42 백만,13.31,11.38 백만,13.38 백만,0.05%,-14.96%,-34.22%
1032,AllSafe,ASAFE2,151.30 백만,15.62,9.68 백만*,995.15 천,3.26%,4.11%,21.49%
1033,Innova,INN,150.15 백만,29.73,5.05 백만,649.42 천,1.29%,12.36%,2.33%
1034,bitEUR,BITEUR,150.13 백만,1393.90,107.71 천*,898.93 천,-0.69%,-1.78%,-12.29%
1035,Compound Coin,COMP,149.32 백만,0.007376,20.24 십억,600.25 천,9.77%,17.89%,-2.03%
1036,Transcodium,TNS,148.58 백만,2.94,50.55 백만*,191.58 백만,0.96%,-7.96%,33.64%
1037,GoHelpFund,HELP,147.84 백만,47.00,3.15 백만*,5.60 백만,-0.20%,-2.34%,-27.27%
1038,DraftCoin,DFT,147.01 백만,18.06,8.14 백만*,3.01 백만,1.20%,4.16%,-4.67%
1039,Condominium,CDM,144.76 백만,0.135743,1.07 십억*,1.30 백만,-0.55%,10.99%,-35.68%
1040,nDEX,NDX,143.97 백만,0.009609,14.98 십억*,3.34 백만,3.41%,-2.05%,15.61%
1041,ShowHand,HAND,143.67 백만,0.002320,61.91 십억* ,60.80 백만,0.83%,3.33%,-4.16%
1042,Amon,AMN,143.58 백만,0.381174,376.68 백만*,2.48 백만,0.26%,-5.17%,-15.93%
1043,XGOX,XGOX,143.15 백만,0.060158,2.38 십억,3.10 백만,0.17%,1.19%,-4.79%
1044,Rupaya,RUPX,140.23 백만,3.74,37.46 백만*,687.04 천,-0.21%,-1.47%,-14.19%
1045,Beetle Coin,BEET,139.44 백만,0.837816,166.43 백만,2.63 백만,-0.38%,3.24%,1.59%
1046,Blocknode,BND,138.73 백만,1.41,98.60 백만,1.76 백만,0.05%,-1.10%,-11.86%
1047,ERC20,ERC20,137.64 백만,19.66,7.00 백만*,41.30 백만,5.81%,-3.91%,-3.73%
1048,MarteXcoin,MXT,136.89 백만,43.46,3.15 백만,1.18 백만,0.02%,-1.54%,-16.71%
1049,BriaCoin,BRIA,136.77 백만,183.97,743.43 천*,5.02 백만,-0.04%,1.46%,15.56%
1050,CryCash,CRC,130.40 백만,28.36,4.60 백만*,799.14 천,0.35%,-20.64%,16.25%
1051,Intelligent T...,ITT,127.75 백만,13.04,9.80 백만*,1.14 백만,-0.06%,19.94%,42.12%
1052,Tokia,TKA,126.78 백만,3.01,42.14 백만*,1.24 백만,0.17%,14.28%,-7.01%
1053,Arepacoin,AREPA,124.41 백만,8.11,15.33 백만,1.17 백만,0.60%,-1.48%,60.84%
1054,Lobstex,LOBS,121.54 백만,10.55,11.52 백만,23.92 백만,-0.24%,-8.76%,-27.74%
1055,APR Coin,APR,118.73 백만,19.11,6.21 백만,6.44 백만,0.03%,1.54%,-31.60%
1056,Suretly,SUR,117.02 백만,500.33,233.88 천*,3.48 백만,-0.15%,2.70%,-3.41%
1057,Project Coin,PRJ,116.23 백만,21.38,5.44 백만*,9.66 백만,5.55%,-11.20%,-39.40%
1058,MicroMoney,AMM,111.97 백만,8.66,12.93 백만*,9.05 백만,5.13%,4.07%,10.67%
1059,ArbitrageCT,ARCT,104.25 백만,1.16,90.15 백만*,1.31 백만,-2.85%,1.41%,-12.37%
1060,Alt.Estate token,ALT,99.66 백만,0.141078,706.42 백만*,5.53 백만,-19.19%,-10.67%,-25.17%
1061,IGToken,IG,98.38 백만,0.053513,1.84 십억*,128.23 백만,0.22%,6.61%,-12.40%
1062,DarexTravel,DART,98.17 백만,0.001166,84.16 십억*,1.00 백만,1.08%,9.12%,0.16%
1063,SpreadCoin,SPR,96.87 백만,8.78,11.03 백만,742.61 천,8.28%,32.73%,16.22%
1064,BitMoney,BIT,96.55 백만,3.56,27.09 백만,910.81 천,-2.00%,7.16%,-44.81%
1065,Jetcoin,JET,96.28 백만,14.11,6.82 백만*,13.20 백만,-56.20%,-20.17%,-1.86%
1066,Litecoin Plus,LCP,96.21 백만,45.37,2.12 백만,667.82 천,-0.35%,10.39%,16.83%
1067,MASTERNET,MASH,96.17 백만,3.04,31.69 백만*,6.53 백만,-0.36%,-15.78%,-68.84%
1068,WITChain,WIT,95.02 백만,0.063345,1.50 십억*,302.13 백만,0.00%,14.68%,0.85%
1069,Obsidian,ODN,92.03 백만,3.68,25.00 백만*,4.35 백만,0.03%,-19.89%,47.02%
1070,Datarius Credit,DTRC,88.38 백만,0.691788,127.76 백만*,1.72 십억,-0.01%,1.45%,-4.40%
1071,Ccore,CCO,86.09 백만,50.64,1.70 백만*,675.55 천,-0.09%,-2.36%,24.11%
1072,Ethereum Gold,ETG,82.97 백만,6.91,12.00 백만*,2.06 백만,-0.12%,-94.58%,13.87%
1073,Fivebalance,FBN,80.23 백만,0.004967,16.15 십억*,7.44 백만,-0.39%,20.97%,-9.56%
1074,Citadel,CTL,78.97 백만,7.22,10.94 백만,819.40 천,0.04%,1.53%,-26.67%
1075,Bitnation,XPAT,77.84 백만,0.005780,13.47 십억*,6.65 백만,0.20%,11.07%,7.40%
1076,SCRIV NETWORK,SCRIV,77.50 백만,3.13,24.74 백만,2.39 백만,-3.01%,-2.54%,-25.24%
1077,InflationCoin,IFLT,76.80 백만,0.001715,44.79 십억*,1.61 백만,0.04%,3.02%,-12.69%
1078,Unify,UNIFY,74.57 백만,4.12,18.12 백만*,1.72 백만,0.45%,-11.50%,-10.39%
1079,QYNO,QNO,74.55 백만,69.34,1.08 백만,23.76 백만,0.04%,-7.54%,-19.12%
1080,CryptoSoul,SOUL,72.10 백만,0.666352,108.21 백만*,6.92 백만,0.03%,2.54%,-4.61%
1081,PKG Token,PKG,70.25 백만,0.007832,8.97 십억*,7.56 백만,-1.03%,0.00%,-13.88%
1082,RouletteToken,RLT,70.00 백만,6.85,10.22 백만*,5.53 백만,-0.39%,1.96%,2.21%
1083,TEAM (TokenSt...,TEAM,66.97 백만,5.91,11.34 백만*,12.22 백만,6.08%,19.35%,1.62%
1084,empowr coin,EMPR,66.09 백만,0.000715,92.40 십억*,197.59 백만,-0.77%,-19.80%,-34.80%
1085,BunnyToken,BUNNY,65.45 백만,0.555686,117.79 백만*,4.04 백만,-3.17%,-6.65%,-27.70%
1086,Crystal Token,CYL,64.54 백만,114.36,564.38 천*,989.70 천,0.23%,5.81%,-8.98%
1087,Bitcoin X,BTX,64.36 백만,22.47,2.86 백만*,718.06 천,1.74%,5.51%,-12.93%
1088,XOVBank,XOV,63.96 백만,1.01,63.51 백만*,9.99 백만,7.50%,-0.93%,-60.79%
1089,WhaleCoin,WHL,63.03 백만,6.18,10.19 백만,57.82 백만,0.64%,5.04%,-14.33%
1090,Bitcoinus,BITS,60.26 백만,1.33,45.29 백만*,2.08 백만,-0.71%,-5.66%,8.90%
1091,CyberMusic,CYMT,58.68 백만,0.004105,14.29 십억*,6.50 백만,-0.57%,-2.50%,-15.08%
1092,Tourist Token,TOTO,55.37 백만,0.011756,4.71 십억*,12.20 백만,-0.10%,-4.56%,-13.69%
1093,SONDER,SNR,55.14 백만,0.465353,118.50 백만*,8.31 백만,-6.40%,2.99%,71.10%
1094,PrimeStone,PSC,54.22 백만,8.90,6.09 백만,639.14 천,-0.85%,-3.51%,-63.00%
1095,BitcoiNote,BTCN,52.33 백만,5.37,9.74 백만,841.34 천,1.69%,-27.09%,2.41%
1096,AceD,ACED,51.58 백만,22.22,2.32 백만*,1.85 백만,6.68%,27.73%,-8.07%
1097,Waletoken,WTN,51.01 백만,0.003484,14.64 십억*,6.14 백만,-12.29%,-25.39%,-42.36%
1098,ELTCOIN,ELTCOIN,45.68 백만,0.507584,90.00 백만*,592.75 천,-0.03%,1.63%,-13.84%
1099,Micromines,MICRO,44.89 백만,0.003207,14.00 십억*,27.61 백만,-6.38%,-4.97%,-27.40%
1100,GreenMed,GRMD,42.42 백만,2.98,14.22 백만*,1.03 백만,13.96%,36.24%,49.86%
1101,Atheios,ATH,41.22 백만,4.04,10.21 백만,886.25 천,16.02%,21.04%,-7.77%
1102,Neural Protocol,NRP,40.06 백만,0.005444,7.36 십억*,15.61 백만,-9.79%,-7.68%,-22.92%
1103,SAKECOIN,SAKE,38.36 백만,0.009612,3.99 십억*,603.73 천,-15.17%,23.80%,9.83%
1104,VikkyToken,VIKKY,38.06 백만,0.010210,3.73 십억*,6.19 백만,0.12%,3.12%,-11.58%
1105,MFIT COIN,MFIT,36.79 백만,56.51,651.08 천,874.98 천,-5.35%,-33.06%,-63.89%
1106,BZLCOIN,BZL,35.93 백만,18.66,1.93 백만,6.46 백만,0.03%,13.34%,5.59%
1107,Altcoin,ALT,35.48 백만,288.01,123.18 천*,1.61 백만,0.03%,-8.30%,-46.33%
1108,Mirai,MRI,34.34 백만,10.15,3.38 백만,2.08 백만,-0.05%,-3.17%,-19.59%
1109,Bitether,BTR,33.27 백만,1.41,23.64 백만*,4.42 백만,11.81%,7.44%,6.32%
1110,Zenswap Netwo...,ZNT,32.62 백만,0.005311,6.14 십억*,4.18 백만,-0.05%,2.82%,-2.20%
1111,Thore Cash,TCH,31.90 백만,0.822841,38.77 백만*,4.89 백만,2.08%,13.80%,-24.93%
1112,Pakcoin,PAK,29.69 백만,0.444047,66.87 백만,2.12 백만,0.01%,-15.80%,-34.35%
1113,Sub Invest,SUBX,29.18 백만,0.000074,393.99 십억,2.88 백만,33.35%,-4.19%,-44.96%
1114,Nyerium,NYEX,27.06 백만,1.43,18.89 백만*,711.72 천,2.13%,-40.94%,39.46%
1115,DeltaChain,DELTA,25.90 백만,0.005781,4.48 십억*,2.59 백만,-4.47%,12.77%,-8.98%
1116,Decentralized...,DATP,24.85 백만,0.002743,9.06 십억*,4.14 백만,-0.03%,-0.14%,-9.03%
1117,Desire,DSR,22.81 백만,3.81,5.98 백만,6.98 백만,-1.86%,-19.86%,-30.36%
1118,Bionic,BNC,20.52 백만,0.038275,536.24 백만*,10.82 백만,-0.23%,4.85%,-11.61%
1119,PAXEX,PAXEX,20.19 백만,0.996546,20.26 백만,1.07 백만,-21.48%,-26.64%,-38.20%
1120,Havy,HAVY,19.24 백만,0.003788,5.08 십억*,3.70 백만,0.51%,3.81%,1.99%
1121,Gossipcoin,GOSS,19.20 백만,0.177667,108.06 백만,597.73 천,-5.83%,-0.14%,-3.71%
1122,Cryptrust,CTRT,19.07 백만,0.003598,5.30 십억*,3.00 백만,-0.58%,-7.43%,-14.51%
1123,Mainstream Fo...,MFTU,16.78 백만,0.068507,245.00 백만*,1.06 백만,0.63%,22.20%,-33.91%
1124,Ether Kingdom...,IMP,15.75 백만,33.87,465.00 천*,6.60 백만,-3.43%,2.53%,-17.61%
1125,Joint Ventures,JOINT,15.66 백만,0.715576,21.88 백만*,1.77 백만,9.94%,0.17%,-1.29%
1126,YoloCash,YLC,12.41 백만,0.420566,29.50 백만*,1.54 백만,-1.10%,0.93%,-18.72%
1127,KUN,KUN,10.22 백만,5109.92,2.00 천*,9.62 백만,-1.15%,1.19%,-8.85%
1128,IXTUS Edutain...,IXE,10.14 백만,0.425273,23.85 백만*,450.85 백만,-0.08%,-25.49%,-64.28%
1129,Cyber Movie C...,CMCT,6.47 백만,0.000323,20.00 십억*,1.46 백만,1.50%,-0.25%,-22.53%
1130,KWHCoin,KWH,6.07 백만,0.135225,44.90 백만*,58.71 백만,-4.53%,13.88%,-91.44%
1131,MODEL-X-coin,MODX,2.27 백만,51.80,43.78 천*,115.76 백만,0.02%,-2.08%,-7.46%
1132,Oyster,PRL,49.10 십억,577.85,84.97 백만*,?,0.00%,0.00%,0.00%
1133,Linkey,LKY,40.18 십억,803.61,50.00 백만*,?,0.00%,-0.61%,0.76%
1134,BHPCash,BHPC,20.82 십억,617.00,33.75 백만*,0.00 ,-0.24%,-2.65%,-12.00%
1135,Dynamic Tradi...,DTR,16.23 십억,13.33,1.22 십억*,232.41 천,0.00%,-7.41%,-3.03%
1136,United Trader...,UTT,9.86 십억,263.96,37.36 백만*,230.95 천,0.03%,-9.69%,2.35%
1137,Aston,ATX,7.05 십억,8.55,824.00 백만*,34.21 ,0.04%,1.47%,-5.21%
1138,Bitcoin Interest,BCI,7.02 십억,382.85,18.33 백만,509.70 천,0.03%,-1.59%,-4.38%
1139,Lykke,LKK,6.15 십억,19.42,316.81 백만*,0.00 ,-2.14%,2.37%,-8.49%
1140,Boolberry,BBR,5.94 십억,477.30,12.44 백만,537.91 천,-2.69%,1.63%,-14.81%
1141,FairCoin,FAIR,5.52 십억,103.68,53.19 백만*,224.29 천,0.04%,3.74%,-1.11%
1142,PlayCoin [ERC20],PLY,4.96 십억,33.80,146.70 백만*,0.00 ,3.77%,11.54%,3.93%
1143,Cofound.it,CFI,4.79 십억,14.72,325.00 백만*,277.18 천,-0.04%,1.62%,-4.42%
1144,Mothership,MSP,4.64 십억,33.15,140.00 백만*,264.66 천,-0.01%,2.31%,-18.87%
1145,Universa,UTNP,3.86 십억,2.09,1.85 십억*,171.69 천,-0.39%,-10.27%,-24.82%
1146,Bittwatt,BWT,3.45 십억,11.93,289.36 백만*,500.10 천,-2.38%,0.63%,-2.67%
1147,HorusPay,HORUS,3.02 십억,3.46,872.86 백만*,92.61 천,0.47%,31.62%,-34.73%
1148,Ondori,RSTR,2.95 십억,0.080450,36.61 십억,399.75 천,-0.09%,28.39%,2.56%
1149,Winding Tree,LIF,2.87 십억,141.59,20.26 백만*,254.28 천,-0.03%,5.63%,2.69%
1150,ECC,ECC,2.78 십억,0.111085,25.00 십억*,479.52 천,0.04%,-19.09%,-9.94%
1151,Business Cred...,BCAC,2.67 십억,6.03,442.97 백만*,0.00 ,1.96%,-6.69%,-18.97%
1152,ColossusXT,COLX,2.66 십억,0.243354,10.93 십억,313.78 천,-1.46%,9.86%,1.74%
1153,FirstBlood,1ST,2.65 십억,30.94,85.56 백만*,75.96 천,-0.05%,11.34%,-4.08%
1154,MassGrid,MGD,2.61 십억,49.37,52.83 백만*,0.00 ,-0.48%,0.86%,-0.81%
1155,BitDice,CSNO,2.59 십억,37.03,70.00 백만*,389.91 천,0.01%,1.47%,16.26%
1156,Rubycoin,RBY,2.46 십억,93.13,26.39 백만*,382.40 천,0.01%,-0.89%,-7.86%
1157,Anoncoin,ANC,2.39 십억,1134.33,2.11 백만,502.72 천,-1.12%,15.74%,-54.25%
1158,Incent,INCNT,2.25 십억,48.84,46.02 백만*,336.92 천,0.43%,-3.05%,2.83%
1159,I/O Coin,IOC,2.21 십억,128.86,17.13 백만*,304.88 천,0.02%,3.45%,-12.59%
1160,Maecenas,ART,2.18 십억,55.54,39.29 백만*,42.29 천,0.03%,8.72%,7.01%
1161,FNKOS,FNKOS,1.98 십억,14.36,138.12 백만*,861.33 ,-0.19%,6.83%,62.32%
1162,MintCoin,MINT,1.90 십억,0.076152,24.95 십억*,61.54 천,0.34%,4.09%,-2.85%
1163,AsiaCoin,AC,1.69 십억,0.814625,2.08 십억,8.65 천,0.02%,2.77%,-11.35%
1164,Semux,SEM,1.68 십억,189.59,8.87 백만,60.86 천,0.06%,-8.15%,-21.17%
1165,Hubii Network,HBT,1.68 십억,111.04,15.14 백만*,236.90 천,-1.44%,4.79%,3.86%
1166,Zephyr,ZEPH,1.68 십억,5.91,284.38 백만*,270.23 천,-0.40%,-3.07%,9.75%
1167,TittieCoin,TIT,1.68 십억,1.33,1.26 십억,22.22 천,0.01%,20.15%,25.63%
1168,Pura,PURA,1.67 십억,9.52,175.11 백만,208.62 천,-0.05%,0.32%,-19.40%
1169,Karma,KRM,1.66 십억,0.933740,1.78 십억*,0.00 ,0.00%,-45.52%,-27.48%
1170,Proxeus,XES,1.64 십억,8.07,203.24 백만*,0.00 ,0.00%,3.24%,-26.73%
1171,OracleChain,OCT,1.63 십억,54.41,30.00 백만*,157.24 천,2.68%,17.29%,6.28%
1172,RoBET,ROBET,1.63 십억,2040.27,798.70 천*,460.90 천,0.05%,1.47%,-0.71%
1173,Starta,STA,1.63 십억,314.74,5.18 백만*,16.26 천,0.01%,-14.50%,18.45%
1174,ALAX,ALX,1.56 십억,3.09,502.91 백만*,185.32 천,-0.61%,2.12%,-1.72%
1175,Kind Ads Token,KIND,1.54 십억,43.51,35.32 백만*,392.64 천,0.11%,28.85%,-12.17%
1176,Gentarium,GTM,1.53 십억,762.77,2.01 백만,377.96 천,0.05%,0.48%,4.56%
1177,Databits,DTB,1.48 십억,65.02,22.75 백만*,354.02 천,0.02%,3.38%,-2.19%
1178,PetroDollar,XPD,1.36 십억,21.18,63.99 백만,259.77 천,0.00%,5.70%,75.54%
1179,Open Platform,OPEN,1.33 십억,3.05,436.11 백만*,0.00 ,0.00%,0.00%,0.00%
1180,Linfinity,LFT,1.32 십억,2.42,545.92 백만*,0.00 ,-1.06%,6.32%,-52.64%
1181,LoMoCoin,LMC,1.30 십억,5.15,252.39 백만*,65.49 천,0.02%,-14.52%,-26.63%
1182,Motocoin,MOTO,1.25 십억,63.80,19.64 백만,57.83 천,0.02%,2.13%,-1.26%
1183,Dovu,DOV,1.20 십억,3.00,399.76 백만*,25.14 천,-0.06%,2.33%,-8.59%
1184,Mysterium,MYST,1.19 십억,50.75,23.51 백만*,161.26 천,-4.57%,-2.37%,28.00%
1185,ALIS,ALIS,1.18 십억,30.36,38.93 백만*,234.92 천,-0.10%,-9.03%,-7.06%
1186,REAL,REAL,1.18 십억,117.29,10.06 백만*,129.99 천,0.21%,-2.47%,-11.36%
1187,XPA,XPA,1.17 십억,20.50,57.18 백만*,0.00 ,0.00%,0.00%,-9.90%
1188,APX,APX,1.17 십억,1666.28,703.18 천*,32.37 천,0.02%,11.37%,8.15%
1189,Rivetz,RVT,1.14 십억,43.63,26.24 백만*,115.78 천,-0.03%,6.38%,-8.13%
1190,New Power Coin,NPW,1.12 십억,60.28,18.63 백만,65.70 천,0.04%,1.32%,-27.39%
1191,Vites,VITES,1.12 십억,0.037028,30.30 십억,49.70 천,0.01%,1.48%,-6.99%
1192,Sentinel Chain,SENC,1.11 십억,5.61,197.27 백만*,428.90 천,5.06%,115.99%,126.97%
1193,Ethersocial,ESN,1.10 십억,42.77,25.78 백만,86.30 천,-0.59%,16.04%,-24.35%
1194,Fluz Fluz,FLUZ,1.06 십억,5.19,204.78 백만*,108.86 천,-0.02%,43.77%,39.59%
1195,Opus,OPT,1.04 십억,7.41,140.08 백만*,2.87 천,0.01%,84.49%,-5.36%
1196,Zap,ZAP,1.03 십억,8.04,128.73 백만*,410.93 천,0.03%,1.43%,-9.09%
1197,Ethbits,ETBS,1.03 십억,629.48,1.63 백만*,357.05 천,0.01%,7.04%,31.76%
1198,CHIPS,CHIPS,1.02 십억,48.65,21.00 백만,0.00 ,0.00%,0.00%,-8.90%
1199,Curecoin,CURE,1.01 십억,42.31,23.92 백만,136.96 천,-1.10%,-14.65%,-8.51%
1200,Cryptopay,CPAY,1.00 십억,14.70,68.33 백만*,29.40 ,-0.03%,5.12%,-12.62%
1201,Ergo,EFYT,964.87 백만,2428.56,397.30 천*,5.48 천,1.23%,1.95%,35.10%
1202,SounDAC,XSD,955.15 백만,65.50,14.58 백만*,33.59 천,-0.73%,1.74%,0.86%
1203,Vezt,VZT,951.53 백만,12.45,76.45 백만*,461.02 천,-0.02%,45.03%,-15.52%
1204,Russian Miner...,RMC,948.89 백만,629655,1.51 천*,0.00 ,0.00%,1.49%,-50.40%
1205,Wixlar,WIX,935.72 백만,36.83,25.40 백만*,460.73 천,5.18%,12.65%,15.10%
1206,Noku,NOKU,921.01 백만,63.99,14.39 백만*,30.67 천,-0.01%,2.77%,4.53%
1207,bitqy,BQ,902.86 백만,0.290059,3.11 십억*,0.00 ,0.00%,-0.66%,-19.17%
1208,COPYTRACK,CPY,891.15 백만,28.59,31.17 백만*,41.74 천,0.00%,-12.67%,-10.28%
1209,LiteDoge,LDOGE,885.57 백만,0.058478,15.14 십억*,232.65 천,0.08%,12.13%,43.97%
1210,Goodomy,GOOD,874.67 백만,1.41,620.51 백만*,3.37 천,-0.07%,90.98%,1.10%
1211,B3Coin,KB3,873.97 백만,1.18,737.57 백만,250.91 천,3.48%,10.44%,-15.32%
1212,BitCrystals,BCY,864.58 백만,37.60,23.00 백만*,336.16 천,-7.68%,80.11%,38.74%
1213,BitDegree,BDG,861.47 백만,2.42,356.34 백만*,187.09 천,-0.05%,-0.57%,-19.25%
1214,42-coin,42,861.20 백만,20504666,42.00 ,76.93 천,0.12%,-1.86%,-13.55%
1215,MIB Coin,MIB,856.02 백만,20.55,41.65 백만*,49.58 천,0.06%,24.96%,-17.18%
1216,W3Coin,W3C,847.82 백만,0.015678,54.08 십억*,337.63 천,-0.01%,2.79%,35.57%
1217,Darcrus,DAR,790.23 백만,58.10,13.60 백만*,0.00 ,0.00%,0.00%,845.73%
1218,Sense,SENSE,785.37 백만,3.14,249.91 백만*,128.01 천,0.23%,0.66%,0.38%
1219,REBL,REBL,766.18 백만,4.44,172.43 백만*,15.55 천,0.03%,-0.01%,-14.14%
1220,Oxycoin,OXY,760.04 백만,0.851653,892.43 백만*,35.77 천,0.02%,10.49%,-23.75%
1221,Bitcoin Plus,XBC,753.41 백만,6407.25,117.59 천*,489.85 천,1.84%,3.95%,-10.47%
1222,2GIVE,2GIVE,750.56 백만,1.44,520.78 백만,527.27 천,-0.14%,-1.74%,-7.31%
1223,BlueCoin,BLU,723.51 백만,1.26,574.68 백만,3.78 천,0.04%,-9.14%,-20.44%
1224,OBITS,OBITS,720.18 백만,47.06,15.30 백만*,148.10 천,7.47%,15.77%,21.52%
1225,FidentiaX,FDX,718.33 백만,6.84,105.00 백만*,0.00 ,0.00%,0.00%,33.65%
1226,Dether,DTH,708.37 백만,8.47,83.60 백만*,277.59 천,-4.88%,6.18%,10.96%
1227,Zeitcoin,ZEIT,703.06 백만,0.019016,36.97 십억,150.35 천,0.19%,7.23%,-7.82%
1228,Smoke,SMOKE,698.86 백만,34.72,20.13 백만*,55.28 천,-30.32%,-32.67%,-20.30%
1229,Uniform Fisca...,UFO,689.42 백만,0.185142,3.72 십억,200.32 천,0.02%,1.47%,-6.77%
1230,Fidelium,FID,688.11 백만,5.84,117.85 백만*,0.00 ,0.00%,0.00%,0.00%
1231,Lampix,PIX,686.03 백만,5.07,135.32 백만*,267.93 천,0.02%,24.02%,-1.97%
1232,Tigereum,TIG,681.04 백만,39.25,17.35 백만*,15.06 천,7.66%,53.66%,11.67%
1233,Vice Industry...,VIT,677.30 백만,1.93,351.76 백만*,58.79 천,0.04%,12.27%,-14.85%
1234,Niobio Cash,NBR,640.57 백만,5.60,114.35 백만,370.74 천,-1.54%,-5.18%,-18.16%
1235,HEAT,HEAT,632.32 백만,16.67,37.93 백만*,354.85 천,-6.59%,-6.54%,-26.88%
1236,Ixcoin,IXC,594.81 백만,28.27,21.04 백만*,209.02 천,0.04%,1.92%,-1.72%
1237,Manna,MANNA,591.47 백만,1.18,503.25 백만*,30.69 천,2.93%,-10.99%,-12.39%
1238,Sociall,SCL,577.55 백만,34.55,16.71 백만*,35.00 천,0.01%,0.10%,-11.88%
1239,WorldCoin,WDC,565.13 백만,4.72,119.61 백만,0.00 ,0.00%,0.00%,0.00%
1240,InterCrone,ICR,559.92 백만,39.11,14.32 백만,91.74 천,-27.09%,-20.87%,-21.35%
1241,VeriumReserve,VRM,552.74 백만,286.54,1.93 백만,158.76 천,0.02%,2.84%,-8.11%
1242,Argentum,ARG,551.15 백만,51.43,10.72 백만,240.75 천,0.02%,-11.10%,34.53%
1243,Target Coin,TGT,550.64 백만,0.578142,952.43 백만*,0.00 ,0.00%,0.00%,-8.82%
1244,PHI Token,PHI,549.07 백만,95.91,5.73 백만*,43.60 천,0.02%,4.82%,-11.98%
1245,BitClave,CAT,541.49 백만,1.08,501.39 백만*,110.69 천,0.18%,5.90%,-14.57%
1246,HelloGold,HGT,541.27 백만,2.06,263.03 백만* ,2.12 천,-0.03%,3.29%,3.02%
1247,Cruisebit,CRBT,540.28 백만,20.42,26.46 백만*,0.00 ,0.05%,-19.47%,-26.71%
1248,I0Coin,I0C,536.42 백만,25.55,21.00 백만,110.38 천,0.00%,20.02%,52.07%
1249,Travelflex,TRF,534.68 백만,6.78,78.91 백만*,260.51 천,0.04%,16.50%,9.25%
1250,Denarius,D,534.06 백만,128.03,4.17 백만,97.84 천,0.02%,7.95%,-3.86%
1251,Monster Byte,MBI,532.36 백만,31.65,16.82 백만*,0.00 ,0.00%,0.00%,-9.68%
1252,Breakout Stake,BRX,528.02 백만,84.24,6.27 백만*,138.03 천,0.01%,2.10%,-17.80%
1253,InvestFeed,IFT,524.40 백만,2.74,191.38 백만*,184.91 천,1.42%,3.58%,-3.73%
1254,Level Up Coin,LUC,522.86 백만,0.524472,996.92 백만*,206.71 천,0.00%,0.39%,-3.76%
1255,Xenon,XNN,521.43 백만,1.74,300.00 백만*,318.49 천,-0.01%,23.13%,-32.86%
1256,Eristica,ERT,520.95 백만,3.11,167.49 백만*,77.02 천,0.02%,2.36%,-12.43%
1257,LALA World,LALA,520.23 백만,2.70,192.49 백만*,26.96 천,0.04%,2.79%,-0.49%
1258,BiblePay,BBP,516.70 백만,0.443923,1.16 십억,424.47 천,0.04%,21.65%,-15.05%
1259,Bullion,CBX,515.03 백만,502.36,1.03 백만,25.12 천,0.02%,11.47%,-17.22%
1260,e-Gulden,EFL,501.62 백만,29.51,17.00 백만,7.74 천,0.00%,0.95%,59.00%
1261,BuzzCoin,BUZZ,495.49 백만,0.024792,19.99 십억,112.19 천,-0.05%,-13.81%,-10.28%
1262,Quark,QRK,495.20 백만,1.93,257.18 백만,3.93 ,0.02%,3.06%,29.34%
1263,Woodcoin,LOG,495.09 백만,61.62,8.04 백만,3.89 천,0.02%,1.38%,-7.58%
