#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
1775,Game Stars,GST,?,0.357325,?*,580.87 백만,0.02%,-4.99%,14.16%
1776,FairGame,FAIR,?,2.45,?*,546.23 백만,-0.98%,9.13%,-7.06%
1777,Aergo,AERGO,?,154.33,?*,538.74 백만,7.11%,-,-
1778,HitChain,HIT,?,0.114159,?*,464.70 백만,-0.41%,5.88%,5.47%
1779,CWV Chain,CWV,?,6.77,?*,449.44 백만,0.42%,7.29%,-10.22%
1780,Penta,PNT,?,0.398525,?*,423.96 백만,0.18%,2.31%,-7.73%
1781,VestChain,VEST,?,11.62,?*,384.35 백만,0.45%,6.25%,-2.83%
1782,VisionX,VNX,?,0.420100,?*,379.25 백만,-9.93%,-12.58%,-48.46%
1783,HyperQuant,HQT,?,5.84,?*,369.04 백만,-0.69%,33.73%,-26.52%
1784,Volt,ACDC,?,0.721217,?*,331.85 백만,0.08%,-12.82%,-17.41%
1785,Esports Token,EST,?,1.72,?*,328.02 백만,0.65%,24.11%,14.89%
1786,Bitcoin God,GOD,?,7742.68,?*,304.46 백만,-0.76%,5.44%,-23.89%
1787,Molecular Future,MOF,?,33.63,?*,300.84 백만,-0.06%,5.81%,-3.63%
1788,Ether Zero,ETZ,?,131.62,?,293.48 백만,-1.54%,-2.44%,-13.92%
1789,LightChain,LIGHT,?,0.041961,?*,290.62 백만,1.26%,0.25%,13.39%
1790,DACC,DACC,?,0.165368,?*,284.39 백만,2.11%,6.25%,-10.46%
1791,Lightning Bit...,LBTC,?,2690.65,?,270.63 백만,-1.14%,16.22%,-1.50%
1792,ARBITRAGE,ARB,?,9940.63,?*,262.40 백만,-3.41%,39.40%,292.91%
1793,Bankera,BNK,?,5.24,?*,260.58 백만,-0.40%,6.20%,7.02%
1794,FOIN,FOIN,?,1048635,?,252.07 백만,-0.01%,-1.05%,2.15%
1795,ShineChain,SHE,?,1.10,?*,251.49 백만,-0.45%,3.71%,-2.89%
1796,MyToken,MT,?,1.35,?*,244.62 백만,-4.02%,6.83%,-10.59%
1797,StarChain,STC,?,0.777911,?*,233.16 백만,-1.98%,10.28%,-5.55%
1798,FOAM,FOAM,?,34.94,?*,230.54 백만,-3.15%,-0.74%,-
1799,ONG,ONG,?,270.90,?*,202.12 백만,-0.98%,11.65%,-10.48%
1800,Twinkle,TKT,?,3.04,?*,201.03 백만,-0.09%,0.97%,128.13%
1801,Essentia,ESS,?,1.26,?*,200.83 백만,-0.17%,-3.64%,-27.70%
1802,nOS,NOS,?,47.34,?*,200.63 백만,-1.50%,9.70%,7.09%
1803,CARAT,CARAT,?,1197.19,?*,199.16 백만,-1.28%,-0.51%,3.13%
1804,PalletOne,PTN,?,11.39,?*,198.63 백만,-1.06%,6.10%,4.36%
1805,YOU COIN,YOU,?,5.72,?*,197.91 백만,-0.05%,9.65%,27.46%
1806,VeThor Token,VTHO,?,0.434468,?*,195.43 백만,2.86%,10.50%,-12.16%
1807,WETH,WETH,?,105425,?*,193.19 백만,-0.10%,7.78%,3.91%
1808,InsurChain,INSUR,?,0.176609,?*,192.96 백만,2.33%,4.28%,-5.39%
1809,Karatgold Coin,KBC,?,17.68,?*,190.52 백만,2.82%,16.68%,49.84%
1810,SegWit2x,B2X,?,1.88,?,186.64 백만,1.30%,5.17%,2.40%
1811,Carlive Chain,IOV,?,0.778076,?*,171.05 백만,8.36%,35.85%,23.61%
1812,CoinMeet,MEET,?,6.15,?*,165.79 백만,-0.34%,3.52%,3.09%
1813,Influence Chain,INC,?,6.82,?*,163.92 백만,1.12%,1.27%,-24.20%
1814,Wiki Token,WIKI,?,426.36,?*,157.57 백만,-0.55%,8.40%,2.13%
1815,OFCOIN,OF,?,0.276536,?*,157.04 백만,0.39%,0.73%,-7.84%
1816,Alchemint Sta...,SDS,?,2.18,?*,146.41 백만,3.60%,9.96%,-10.54%
1817,UnlimitedIP,UIP,?,2.85,?*,141.37 백만,0.87%,12.74%,0.15%
1818,United Bitcoin,UBTC,?,2114.96,?,128.75 백만,-4.12%,3.64%,1.56%
1819,IPChain,IPC,?,153.28,?*,109.01 백만,-0.10%,-0.94%,6.78%
1820,MESSE TOKEN,MESSE,?,19.77,?*,103.40 백만,-0.58%,10.34%,3.60%
1821,Aidos Kuneen,ADK,?,5950.07,?*,102.36 백만,-6.04%,-1.49%,10.19%
1822,Ubique Chain ...,UCT,?,5.53,?*,98.43 백만,-0.85%,4.99%,-2.36%
1823,StarCoin,KST,?,7.57,?*,98.28 백만,-0.14%,5.75%,0.33%
1824,WinToken,WIN,?,0.208931,?*,92.57 백만,-0.59%,3.27%,-1.22%
1825,Moving Cloud ...,MCC,?,5.06,?*,92.19 백만,-2.14%,-5.85%,-17.77%
1826,WXCOINS,WXC,?,847.31,?,87.74 백만,-2.11%,-1.17%,-28.36%
1827,Hdac,HDAC,?,29.82,?,85.63 백만,0.71%,8.33%,14.82%
1828,DWS,DWS,?,3.08,?*,81.96 백만,0.02%,8.47%,16.48%
1829,Yuan Chain Coin,YCC,?,6.42,?*,79.50 백만,-1.17%,2.63%,11.80%
1830,Themis,GET,?,1.68,?*,79.38 백만,-0.06%,6.37%,-4.69%
1831,ILCoin,ILC,?,90.54,?,72.08 백만,-0.04%,31.96%,12.25%
1832,ThingsOperati...,TOS,?,4.02,?*,70.84 백만,-1.72%,0.44%,-22.23%
1833,BitcoinX,BCX,?,2.02,?,66.01 백만,1.20%,-13.22%,-18.30%
1834,Exchange Union,XUC,?,2435.55,?*,65.17 백만,-0.89%,4.28%,1.13%
1835,Blockchain Qu...,BQT,?,3.18,?*,63.90 백만,-5.36%,-2.81%,-25.31%
1836,DasCoin,DASC,?,23.27,?*,63.55 백만,-0.13%,8.83%,8.08%
1837,Usechain Token,USE,?,1.03,?*,61.92 백만,-0.32%,-22.04%,-25.98%
1838,BitUP Token,BUT,?,1.50,?*,60.94 백만,-0.05%,-0.31%,3.61%
1839,StockChain,SCC,?,1.54,?*,59.39 백만,-0.44%,11.00%,-10.60%
1840,CarBlock,CAR,?,1.02,?*,53.37 백만,-2.82%,11.60%,-10.94%
1841,Ti-Value,TV,?,31.78,?*,50.21 백만,-7.50%,-5.80%,-2.77%
1842,BeeKan,BKBT,?,0.459291,?*,49.89 백만,8.89%,4.20%,9.37%
1843,InvestDigital,IDT,?,2.07,?*,49.21 백만,0.06%,5.27%,-10.70%
1844,KEY,KEY,?,1.06,?*,48.96 백만,-0.28%,8.20%,11.13%
1845,Quasarcoin,QAC,?,31.94,?,47.54 백만,-0.16%,3.20%,-0.86%
1846,Show,SHOW,?,0.459532,?*,47.26 백만,-5.20%,7.34%,8.43%
1847,Promotion Coin,PC,?,0.228760,?*,42.34 백만,-4.22%,-3.28%,11.19%
1848,WeToken,WT,?,1.16,?*,37.81 백만,12.83%,-4.42%,-5.71%
1849,Trendercoin,TDC,?,0.005318,?*,37.71 백만,-0.04%,-22.25%,-42.97%
1850,International...,INCX,?,2.29,?*,34.87 백만,-0.20%,8.06%,2.16%
1851,DEEX,DEEX,?,24.53,?*,34.07 백만,-1.18%,-1.77%,5.43%
1852,FundToken,FUNDZ,?,4.68,?*,33.66 백만,-0.22%,6.76%,3.77%
1853,OceanChain,OC,?,0.413455,? *,32.15 백만,-3.70%,5.98%,4.78%
1854,GSENetwork,GSE,?,1.22,?*,28.11 백만,0.27%,2.10%,0.19%
1855,Experience Token,EXT,?,0.108115,?*,27.03 백만,1.48%,0.91%,0.84%
1856,LemoChain,LEMO,?,3.49,?*,26.21 백만,-9.27%,1.25%,4.95%
1857,Dragon Coins,DRG,?,54.85,?*,25.25 백만,-0.26%,13.03%,-16.12%
1858,Intelligent I...,IIC,?,0.163689,?*,25.19 백만,1.41%,4.68%,-0.64%
1859,Atlantis Blue...,ABDT,?,8.89,?*,25.09 백만,5.73%,15.19%,-30.18%
1860,WIZBL,WBL,?,5.51,?*,24.52 백만,0.32%,6.97%,13.77%
1861,Master Contra...,MCT,?,0.734755,?*,24.45 백만,0.03%,7.15%,7.68%
1862,COMSA [ETH],CMS,?,64.81,?* ,22.42 백만,0.01%,9.37%,3.59%
1863,Pixie Coin,PXC,?,0.432264,?*,21.31 백만,-1.48%,14.45%,14.68%
1864,Monero Classic,XMC,?,593.22,?*,20.92 백만,2.43%,1.13%,-9.73%
1865,Maggie,MAG,?,0.774937,?*,18.95 백만,-2.44%,-0.36%,6.80%
1866,COMSA [XEM],CMS,?,64.46,?*,18.75 백만,-1.90%,10.06%,0.27%
1867,Read,READ,?,2.41,?*,18.71 백만,-0.82%,3.28%,-18.49%
1868,SEER,SEER,?,0.531737,?*,17.87 백만,0.75%,15.70%,10.34%
1869,CryptalDash,CRD,?,6.24,?*,16.97 백만,-11.33%,3.51%,50.00%
1870,WINCOIN,WC,?,451.71,?,16.86 백만,0.62%,-52.34%,-47.51%
1871,DarkPayCoin,DKPC,?,25.14,?*,16.48 백만,-3.52%,-12.10%,-13.24%
1872,Couchain,COU,?,0.009045,?*,16.12 백만,-0.36%,16.43%,13.96%
1873,NewsToken,NEWOS,?,1.60,?*,15.79 백만,-6.93%,86.29%,87.13%
1874,ClubCoin,CLUB,?,372.60,?*,15.31 백만,-0.74%,1.67%,-0.16%
1875,Animation Vis...,AVH,?,0.553133,?*,14.85 백만,-0.18%,11.41%,2.79%
1876,Infinitecoin,IFC,?,0.018965,?,14.24 백만,-0.18%,11.90%,23.51%
1877,vSportCoin,VSC,?,0.988758,?*,14.05 백만,0.14%,1.14%,1.40%
1878,GazeCoin,GZE,?,11.97,?*,13.91 백만,-2.08%,-1.73%,-27.12%
1879,PayDay Coin,PDX,?,166.76,?,13.65 백만,-5.85%,4.14%,-25.51%
1880,OTCBTC Token,OTB,?,25.65,?*,13.26 백만,-2.55%,4.14%,7.63%
1881,Crypto Harbor...,CHE,?,0.065315,?*,12.08 백만,2.30%,75.60%,54.59%
1882,PressOne,PRS,?,31.71,?*,11.59 백만,-0.18%,13.03%,13.44%
1883,Coni,CONI,?,9.84,?*,11.58 백만,-3.92%,3.11%,-8.12%
1884,TCOIN,TCN,?,61.65,?,11.47 백만,1.14%,17.15%,-14.19%
1885,Globalvillage...,GVE,?,0.380801,?*,10.85 백만,-8.38%,5.08%,-21.04%
1886,Engine,EGCC,?,0.279120,?*,10.82 백만,-0.10%,7.98%,-8.37%
1887,Content and A...,CAN,?,2.04,?*,10.71 백만,-4.88%,6.29%,7.88%
1888,Ordocoin,RDC,?,0.007907,?*,10.55 백만,-0.17%,6.40%,-21.67%
1889,MSD,MSD,?,4.98,?*,10.19 백만,-0.25%,3.75%,0.72%
1890,eosBLACK,BLACK,?,29.68,?* ,10.17 백만,-1.75%,56.60%,-26.28%
1891,Invictus Hype...,IHF,?,17.94,?*,9.84 백만,-0.04%,1.41%,-1.06%
1892,Asura Coin,ASA,?,0.628433,?*,9.73 백만,-0.07%,20.25%,-7.80%
1893,Ultra Salescloud,UST,?,2.55,?*,9.62 백만,0.67%,5.38%,8.72%
1894,Jingtum Tech,SWTC,?,0.835970,?*,8.12 백만,0.05%,14.99%,4.41%
1895,Cybereits,CRE,?,1.20,?*,7.78 백만,-3.91%,4.82%,0.20%
1896,Skychain,SKCH,?,234.10,?*,7.41 백만,-0.11%,-,-
1897,ShopZcoin,SZC,?,7.92,?,6.99 백만,-0.18%,-21.96%,49.44%
1898,KingXChain,KXC,?,0.002709,?*,6.21 백만,0.08%,-3.00%,-9.32%
1899,Helper Search...,HSN,?,0.001075,?*,5.85 백만,-0.04%,4.79%,-11.61%
1900,SIGMAcoin,SIGMA,?,2.85,?*,5.63 백만,-0.66%,5.69%,-17.91%
1901,Celsius,CEL,?,34.29,?*,5.45 백만,-0.04%,-1.48%,7.32%
1902,First Bitcoin...,BITCF,?,11.58,?*,4.92 백만,-0.24%,18.91%,-2.95%
1903,RRCoin,RRC,?,1.80,?*,4.89 백만,0.58%,7.41%,15.08%
1904,CryptopiaFeeS...,CEFS,?,344125,?*,4.80 백만,-0.17%,1.85%,-0.04%
1905,Minex,MINEX,?,1.22,?*,4.63 백만,-0.18%,2.99%,22.13%
1906,Iconiq Lab Token,ICNQ,?,56.37,?*,4.55 백만,-0.87%,-0.26%,-11.53%
1907,Smart Bitcoin,RBTC,?,3890226,?,3.65 백만,-0.18%,5.19%,-0.53%
1908,Social Lendin...,SLT,?,3.95,?*,3.65 백만,-0.16%,24.56%,19.14%
1909,Bitcoin File,BIFI,?,1.59,?*,3.65 백만,-1.31%,-44.99%,-23.97%
1910,EJOY,EJOY,?,0.035987,?*,3.55 백만,5.07%,2.32%,-0.27%
1911,SuperEdge,ECT,?,0.083024,?*,3.19 백만,26.50%,49.59%,80.41%
1912,ValueCyberToken,VCT,?,9.49,?*,3.15 백만,-2.04%,2.33%,11.22%
1913,BingoCoin,BOC,?,14.76,?*,3.14 백만,-0.23%,7.88%,6.87%
1914,Commerce Data...,CDC,?,0.018459,?*,3.09 백만,-1.54%,26.73%,-46.77%
1915,YouLive Coin,UC,?,0.168875,?*,2.83 백만,0.11%,5.71%,-16.37%
1916,Sphre AIR,XID,?,42.16,?*,2.82 백만,-0.18%,-0.89%,-1.50%
1917,X12 Coin,X12,?,13.04,?*,2.77 백만,-0.19%,31.70%,70.66%
1918,MEX,MEX,?,0.403781,?*,2.57 백만,-0.36%,4.08%,-20.13%
1919,ANON,ANON,?,148.83,?*,2.18 백만,-0.13%,0.73%,-10.09%
1920,MicroBitcoin,MBC,?,0.079064,?,2.14 백만,-0.17%,-25.47%,-53.14%
1921,Future1coin,F1C,?,3.07,?*,2.07 백만,-1.60%,18.03%,-0.16%
1922,EtherInc,ETI,?,0.909659,?,1.93 백만,4.31%,20.52%,-22.12%
1923,CEDEX Coin,CEDEX,?,41.90,?*,1.93 백만,15.40%,3.82%,4.06%
1924,MediBit,MEDIBIT,?,0.021218,?*,1.87 백만,-0.22%,6.59%,12.15%
1925,Crypto Improv...,CIF,?,0.401082,?,1.64 백만,-0.18%,-3.66%,41.96%
1926,TeslaCoilCoin,TESLA,?,7.15,?*,1.63 백만,-0.18%,8.73%,-43.85%
1927,AWARE,AT,?,3.89,?*,1.60 백만,-0.08%,-2.98%,-13.98%
1928,SaveNode,SNO,?,1.29,?,1.42 백만,0.66%,23.88%,1.79%
1929,Lendroid Supp...,LST,?,1.50,?*,1.39 백만,63.02%,100.25%,65.17%
1930,Animecoin,ANI,?,0.632152,?,1.38 백만,-0.18%,0.07%,-4.76%
1931,MEET.ONE,MEETONE,?,1.04,?*,1.33 백만,-0.09%,21.09%,-24.98%
1932,NAM COIN,NAM,?,0.099767,?*,1.25 백만,-0.09%,10.10%,9.00%
1933,ORS Group,ORS,?,40.45,?*,1.13 백만,-0.05%,7.57%,1.84%
1934,Alphabit,ABC,?,5926.43,?*,1.05 백만,-23.24%,-28.16%,4.29%
1935,Endorsit,EDS,?,0.045936,?*,832.24 천,-0.57%,6.67%,21.49%
1936,VeriDocGlobal,VDG,?,2.72,?*,713.17 천,-0.78%,5.09%,6.85%
1937,SoPay,SOP,?,1.23,?*,700.38 천,0.18%,-12.16%,-8.55%
1938,ACChain,ACC,?,59.22,?*,658.11 천,-0.18%,158.34%,89.17%
1939,CariNet,CIT,?,2.58,?*,614.91 천,0.30%,9.79%,12.05%
1940,Mooncoin,MOON,?,0.011536,?,609.35 천,-0.40%,7.60%,23.75%
1941,Valuto,VLU,?,2.30,?,598.56 천,0.35%,-3.33%,-32.61%
1942,EmberCoin,EMB,?,0.000079,?*,548.11 천,0.79%,7.09%,12.90%
1943,President Trump,PRES,?,2.18,?*,529.70 천,-0.18%,15.34%,13.73%
1944,TerraNova,TER,?,23.41,?,492.40 천,-0.77%,10.90%,9.48%
1945,GameChain System,GCS,?,0.410124,?*,470.86 천,-0.04%,0.19%,-4.81%
1946,CORION,COR,?,47.81,?*,467.44 천,-0.18%,11.76%,3.41%
1947,BlockCDN,BCDN,?,0.916131,?*,424.22 천,0.03%,10.58%,12.33%
1948,Incodium,INCO,?,1.58,?*,421.72 천,-0.04%,-59.46%,-72.34%
1949,Elliot Coin,ELLI,?,2.60,?,416.95 천,0.42%,10.24%,26.17%
1950,President Joh...,GARY,?,1.15,?*,406.48 천,-0.18%,10.13%,1.20%
1951,SalPay,SAL,?,34.60,?*,396.75 천,-0.04%,137.91%,-18.88%
1952,Coin2Play,C2P,?,6.81,?,354.60 천,-0.18%,7.11%,-21.61%
1953,Monero Original,XMO,?,399.25,?*,341.01 천,-0.27%,8.90%,6.07%
1954,Candy,CANDY,?,0.018977,?*,335.45 천,5.68%,9.57%,2.48%
1955,ContractNet,CNET,?,6.00,?*,327.78 천,-0.18%,-5.14%,29.17%
1956,Nerva,XNV,?,41.29,?,324.76 천,-0.18%,7.04%,0.64%
1957,Digital Asset...,DAXT,?,6.86,?*,311.16 천,-0.06%,21.00%,22.09%
1958,Haracoin,HRC,?,6.20,?,264.83 천,-0.18%,-12.08%,-20.25%
1959,DynamicCoin,DMC,?,0.118529,?,264.20 천,-0.18%,6.21%,1.20%
1960,Pandemia,PNDM,?,1.40,?,261.51 천,-11.63%,141.43%,28.41%
1961,Internet of T...,XOT,?,67166.12,?*,253.95 천,-0.24%,6.33%,-9.46%
1962,Noir,NOR,?,22.57,?,243.76 천,-0.18%,10.83%,0.98%
1963,CARDbuyers,BCARD,?,3.00,?,242.47 천,-0.18%,2.25%,-17.64%
1964,Nuggets,NUG,?,0.216132,?*,227.21 천,-0.04%,-2.45%,-5.81%
1965,Hybrid Block,HYB,?,3.18,?*,203.59 천,-0.04%,29.66%,40.37%
1966,Traid,TRAID,?,1.14,?,196.03 천,19.52%,-3.28%,-16.63%
1967,IDOL COIN,IDOL,?,0.014040,?*,188.45 천,-0.49%,29.44%,9.07%
1968,Spendcoin,SPND,?,985.27,?*,175.73 천,-0.04%,7.54%,23.36%
1969,Alttex,ALTX,?,0.521369,?*,171.33 천,-0.04%,41.99%,-0.47%
1970,XRT Token,XRT,?,0.022068,?*,154.98 천,-0.06%,-9.96%,-27.69%
1971,Cobrabytes,COBRA,?,3.04,?,154.45 천,-1.45%,-1.03%,-0.69%
1972,Golos Gold,GBG,?,9.49,?*,150.73 천,-0.15%,10.23%,-2.90%
1973,Excaliburcoin,EXC,?,0.013707,?*,138.70 천,-0.47%,-29.24%,10.56%
1974,Bastonet,BSN,?,0.005904,?*,138.33 천,-0.47%,15.09%,-12.17%
1975,Concierge Coin,CCC,?,2.75,?,117.47 천,5.62%,11.18%,1.36%
1976,EPLUS Coin,EPLUS,?,3.91,?*,117.45 천,-0.18%,21.73%,-5.92%
1977,MobilinkToken,MOLK,?,13.61,?*,100.65 천,-0.17%,5.09%,-11.65%
1978,CapdaxToken,XCD,?,2.32,?*,99.44 천,-0.04%,36.38%,7.00%
1979,Pabyosi Coin ...,PCS,?,9.88,?,98.57 천,-0.18%,-5.15%,-20.50%
1980,EscrowCoin,ESCO,?,51.53,?*,90.46 천,0.45%,3.30%,-21.59%
1981,Agrolot,AGLT,?,29.04,?*,89.55 천,-0.11%,21.74%,20.61%
1982,Posscoin,POSS,?,0.001054,?*,82.13 천,-0.23%,7.54%,3.35%
1983,BitNautic Token,BTNT,?,5.93,?*,79.10 천,6.87%,8.88%,-13.50%
1984,Rocket Pool,RPL,?,391.11,?*,77.10 천,-0.19%,7.53%,7.45%
1985,Axiom,AXIOM,?,4.07,?,73.77 천,-0.18%,4.30%,-2.37%
1986,HondaisCoin,HNDC,?,0.028455,?,72.00 천,-1.54%,19.84%,464.37%
1987,Budbo,BUBO,?,3.35,?*,70.64 천,-0.36%,2.36%,12.52%
1988,Quotient,XQN,?,2.84,?*,59.34 천,-0.24%,17.41%,11.75%
1989,Pecunio,PCO,?,22.26,?*,58.78 천,-0.04%,7.56%,-7.42%
1990,Atidium,ATD,?,0.109648,?,51.24 천,-0.04%,1.67%,3.36%
1991,EncryptoTel [...,ETT,?,4.19,?*,46.81 천,-0.65%,-1.63%,-15.60%
1992,MIRQ,MRQ,?,0.118529,?,45.52 천,-0.18%,59.49%,51.78%
1993,Superior Coin,SUP,?,0.118529,?,45.08 천,-0.18%,6.33%,-4.93%
1994,Sakuracoin,SKR,?,0.474114,?,43.65 천,-0.18%,-12.01%,25.31%
1995,XTRD,XTRD,?,0.843442,?*,41.92 천,-0.04%,296.45%,31.36%
1996,ERA,ERA,?,2.05,?,41.89 천,-0.20%,12.30%,9.57%
1997,PlusOneCoin,PLUS1,?,30.70,?,41.25 천,-33.03%,-25.30%,-11.49%
1998,Magnetcoin,MAGN,?,15.72,?,39.31 천,-0.18%,8.51%,7.98%
1999,Civitas,CIV,?,16.28,?,37.06 천,-0.18%,5.05%,-18.91%
2000,Rubex Money,RBMC,?,0.276567,?,35.09 천,-0.18%,1.11%,-39.48%
2001,Indicoin,INDI,?,4.35,?* ,34.97 천,-0.18%,-2.53%,-3.79%
2002,BTCMoon,BTCM,?,1.34,?*,33.34 천,-0.17%,15.97%,14.88%
2003,Dutch Coin,DUTCH,?,0.079019,?,31.98 천,-0.24%,6.44%,-1.57%
2004,Fargocoin,FRGC,?,59.86,?,28.09 천,0.00%,-3.64%,-5.10%
2005,Smart Applica...,SAC,?,28.26,?*,27.61 천,-0.06%,14.70%,17.46%
2006,PROUD Money,PROUD,?,4.46,?,26.44 천,-0.18%,20.15%,10.96%
2007,YUKI,YUKI,?,0.016824,?*,23.77 천,-0.04%,0.95%,17.81%
2008,BetaCoin,BET,?,0.671662,?,22.72 천,-0.18%,1.78%,1.19%
2009,SONO,SONO,?,25.29,?,19.15 천,-0.18%,1.44%,-19.13%
2010,Qube,QUBE,?,0.401557,?*,17.29 천,-0.23%,-9.94%,-61.67%
2011,Arbitracoin,ATC,?,1.03,?*,11.27 천,-0.18%,20.20%,10.29%
2012,Vestoria,VSTR,?,0.020849,?*,10.97 천,0.50%,11.45%,2013.42%
2013,OBXcoin,OBX,?,0.197548,?*,10.89 천,66.37%,-11.39%,1.18%
2014,Wi Coin,WIC,?,0.158038,?*,9.96 천,-0.24%,-0.74%,34.92%
2015,Adenz,DNZ,?,0.316076,?*,8.91 천,-0.18%,6.33%,1.18%
2016,Cropcoin,CROP,?,0.195349,?,8.56 천,-0.18%,-16.23%,29.70%
2017,RabbitCoin,RBBT,?,0.001064,?,6.99 천,3.02%,16.07%,-13.93%
2018,Aces,ACES,?,0.039510,?*,6.91 천,-0.18%,-12.80%,-12.80%
2019,Tellurion,TELL,?,0.158038,?,6.49 천,-0.18%,0.05%,66.73%
2020,Labh Coin,LABH,?,0.118529,?,6.34 천,-0.18%,59.49%,2.96%
2021,CMITCOIN,CMIT,?,0.012767,?*,6.31 천,19.95%,19.19%,5.66%
2022,EmaratCoin,AEC,?,24.65,?,5.96 천,-0.06%,19.21%,-43.48%
2023,TWIST,TWIST,?,0.355586,?,5.10 천,-0.18%,-3.25%,-18.15%
2024,GIGA,XG,?,0.039510,?,3.12 천,-0.18%,6.33%,1.19%
2025,First Bitcoin,BIT,?,2.13,?,2.43 천,-0.18%,2.53%,-26.16%
2026,Storjcoin X,SJCX,?,116.39,?*,2.33 천,0.16%,0.92%,4.40%
2027,Wink,WINK,?,0.118529,?*,1.18 천,-0.24%,59.49%,-28.61%
2028,NEO GOLD,NEOG,?,0.355586,?*,790.19 ,-0.18%,-4.30%,-53.50%
2029,Obitan Chain,OBTC,?,0.001054,?*,611.50 ,-0.04%,7.54%,1.58%
2030,Runners,RUNNERS,?,0.079019,?*,503.51 ,-0.18%,6.36%,-0.14%
2031,Delizia,DELIZ,?,0.790191,?*,474.11 ,-0.18%,5.96%,-45.90%
2032,Ethereum Lite,ELITE,?,72.97,?*,473.13 ,-0.18%,75.98%,9.50%
2033,Bubble,BUB,?,3.48,?*,431.80 ,-0.18%,49.37%,25.43%
2034,CottonCoin,COTN,?,0.632152,?,345.87 ,-6.05%,0.08%,-10.06%
2035,Mero,MERO,?,0.079019,?,243.22 ,-0.17%,6.33%,1.18%
2036,STEX,STEX,?,178.90,?*,161.01 ,-0.24%,-11.83%,-29.57%
2037,EA Coin,EAG,?,1.58,?,139.88 ,-0.18%,9.06%,3.79%
2038,Centaure,CEN,?,0.118529,?*,98.88 ,-0.18%,6.33%,53.37%
2039,Infinipay,IFP,?,0.027657,?,64.36 ,-0.18%,25.20%,-35.61%
2040,Hyper Pay,HPY,?,1.61,?*,24.38 ,-4.07%,7.06%,16.58%
2041,CommunityGene...,CGEN,?,0.039510,?,0.04 ,-0.18%,7.26%,1.18%
2042,CoffeeCoin,CFC,?,0.276507,?*,0.00 ,0.00%,0.00%,-0.60%
2043,AvatarCoin,AV,?,32.04,?*,0.00 ,0.00%,8.20%,2.46%
2044,Francs,FRN,?,3.25,?,0.00 ,0.00%,5.26%,15.01%
2045,Cubits,QBT,?,0.691023,?,0.00 ,0.00%,9.39%,4.10%
2046,BlazerCoin,BLAZR,?,0.280735,?,0.00 ,0.00%,115.64%,-6.16%
2047,Halloween Coin,HALLO,?,0.073535,?,0.00 ,0.00%,0.00%,-6.89%
2048,ZenGold,ZENGOLD,?,2.24,?*,0.00 ,0.00%,0.00%,-17.01%
2049,Birds,BIRDS,?,0.075807,?,0.00 ,0.00%,0.00%,-17.17%
2050,iQuant,IQT,?,5.90,?*,0.00 ,0.00%,0.00%,-6.02%
2051,Bitbase,BTBc,?,0.184298,?,0.00 ,0.00%,0.00%,-12.81%
2052,GOLD Reward T...,GRX,?,1.14,?* ,0.00 ,0.00%,6.01%,-36.80%
2053,PlexCoin,PLX,?,4.33,?*,0.00 ,0.00%,0.00%,-5.20%
2054,ValueChain,VLC,?,6.85,?*,0.00 ,-0.19%,1.88%,5.41%
2055,SnipCoin,SNIP,?,0.386545,?*,0.00 ,0.00%,0.00%,-5.31%
2056,Hero,HERO,?,32.04,?*,0.00 ,0.00%,11.39%,23.63%
2057,FCoin Token,FT,?,14.36,?*,0.00 ,0.33%,6.37%,-0.74%
2058,RECORD,RCD,?,1.63,?*,0.00 ,0.00%,4.27%,-30.54%
2059,CoinEx Token,CET,?,5.49,?*,0.00 ,-0.26%,8.17%,11.04%
2060,wys Token,WYS,?,6.45,?*,0.00 ,0.00%,0.00%,5.41%
2061,Luna Stars,LSTR,?,0.054558,?*,0.00 ,0.00%,11.30%,-29.90%
2062,ABCC Token,AT,?,114.58,?*,0.00 ,-0.27%,1.02%,-0.48%
2063,BFFDoom,BFF,?,0.001019,?*,0.00 ,0.00%,3.96%,1.48%
2064,ALLCOIN,ALC,?,15.72,?*,0.00 ,-1.23%,8.19%,1.45%
2065,ZTCoin,ZT,?,60.62,?*,0.00 ,-0.14%,-3.06%,-3.06%
2066,Dragon Token,DT,?,877.59,?*,0.00 ,-0.45%,3.21%,5.85%
2067,OmenCoin,OMEN,?,0.315819,?,0.00 ,-0.26%,13.53%,176.72%
2068,APOT,APOT,?,26.46,?*,0.00 ,-1.28%,2.94%,8.31%
2069,Bgogo Token,BGG,?,1.50,?*,0.00 ,-0.91%,10.79%,23.53%
2070,EtherDelta Token,EDT,?,0.270579,?*,?,0.00%,0.00%,0.00%
2071,CHEX,CHEX,?,4.98,?*,?,0.00%,0.00%,-2.00%
