#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
764,VouchForMe,IPL,999.93 백만,4.97,201.00 백만*,89.74 백만,-0.46%,4.73%,11.07%
765,ExclusiveCoin,EXCL,988.80 백만,185.37,5.33 백만,27.02 백만,-0.29%,-4.01%,-0.27%
766,4NEW,KWATT,977.84 백만,17.90,54.61 백만* ,144.11 백만,0.08%,-0.66%,-17.37%
767,Upfiring,UFR,974.01 백만,50.10,19.44 백만*,2.40 백만,-2.43%,0.85%,7.00%
768,Swisscoin,SIC,973.31 백만,0.118529,8.21 십억,5.05 백만,49.64%,6.33%,51.80%
769,MIB Coin,MIB,965.58 백만,23.18,41.65 백만*,169.34 백만,-1.36%,3.51%,-11.07%
770,Energo,TSL,963.05 백만,1.60,602.38 백만*,24.95 백만,0.32%,5.22%,-3.19%
771,B3Coin,KB3,961.71 백만,1.30,737.64 백만,2.55 백만,-0.18%,9.64%,-12.56%
772,DNotes,NOTE,958.66 백만,7.10,135.04 백만,65.23 백만,-5.97%,8.34%,-12.52%
773,Syndicate,SYNX,954.83 백만,29.36,32.52 백만,28.97 백만,-0.10%,9.48%,-11.22%
774,0xBitcoin,0xBTC,951.90 백만,270.45,3.52 백만,349.62 백만,3.26%,6.93%,5.01%
775,Education Eco...,LEDU,951.77 백만,4.37,217.79 백만*,23.04 백만,3.41%,8.84%,0.23%
776,RealTract,RET,948.56 백만,0.158093,6.00 십억*,2.06 십억,-0.18%,20.45%,9.68%
777,Atonomi,ATMI,944.35 백만,1.83,515.04 백만*,95.79 백만,0.47%,13.08%,12.69%
778,HOQU,HQX,935.62 백만,6.19,151.12 백만*,612.59 백만,-0.06%,6.33%,9.44%
779,BitScreener T...,BITX,934.52 백만,6.09,153.42 백만*,11.05 백만,-0.11%,7.66%,23.80%
780,42-coin,42,934.47 백만,22249413,42.00 ,810.50 천,-0.17%,11.83%,-15.80%
781,EchoLink,EKO,933.59 백만,2.50,372.81 백만*,87.83 백만,0.46%,-12.14%,-11.51%
782,Vetri,VLD,930.24 백만,4.23,220.02 백만*,770.04 천,-0.04%,-1.52%,-22.92%
783,AirWire,WIRE,930.24 백만,7.75,120.06 백만,18.25 백만,-3.42%,-28.75%,-26.62%
784,LIFE,LIFE,926.10 백만,0.039505,23.44 십억*,12.94 백만,-0.18%,6.32%,0.68%
785,CYCLEAN,CCL,920.73 백만,1.36,678.45 백만*,2.89 백만,-3.60%,30.01%,-17.93%
786,Olive,OLE,916.98 백만,3.31,277.01 백만*,324.84 백만,-0.42%,-0.63%,-19.56%
787,WeTrust,TRST,914.28 백만,9.92,92.15 백만*,77.23 백만,-0.23%,2.84%,-13.72%
788,Social Send,SEND,913.47 백만,23.62,38.68 백만*,4.87 백만,1.39%,5.00%,80.93%
789,Datawallet,DXT,911.28 백만,2.34,390.22 백만*,47.68 백만,2.25%,9.58%,14.83%
790,Digital Asset...,DAGT,901.49 백만,39.80,22.65 백만*,306.36 백만,1.89%,-4.13%,-5.69%
791,LRM Coin,LRM,890.62 백만,4875.26,182.68 천,478.05 백만,0.79%,14.27%,10.41%
792,Wixlar,WIX,888.67 백만,28.30,31.40 백만*,17.41 백만,-0.17%,-14.93%,18.98%
793,PinkCoin,PINK,888.66 백만,2.25,394.60 백만,2.57 백만,-0.34%,14.37%,-6.08%
794,Measurable Da...,MDT,888.03 백만,2.16,411.74 백만*,327.11 백만,0.24%,15.78%,-10.80%
795,Global Awards...,GAT,879.25 백만,1.66,529.86 백만*,4.17 백만,-9.07%,0.86%,-9.45%
796,BitcoinZ,BTCZ,877.85 백만,0.264461,3.32 십억,268.78 백만,-0.09%,19.29%,10.70%
797,Datum,DAT,874.76 백만,0.891024,981.75 백만*,167.64 백만,0.26%,-4.58%,5.11%
798,Lampix,PIX,868.83 백만,6.42,135.32 백만*,1.80 백만,18.03%,24.70%,29.18%
799,1World,1WO,863.57 백만,41.75,20.69 백만*,15.91 백만,9.22%,1.66%,-11.98%
800,Bitcoin Plus,XBC,860.88 백만,7315.62,117.68 천*,1.99 백만,-0.10%,11.11%,2.39%
801,2GIVE,2GIVE,855.71 백만,1.64,520.78 백만,1.26 백만,-0.30%,12.76%,8.29%
802,DOWCOIN,DOW,850.18 백만,189.77,4.48 백만*,1.16 백만,-5.30%,17.33%,45.66%
803,Starbase,STAR,850.03 백만,4.53,187.50 백만*,709.96 천,-0.04%,16.19%,-2.61%
804,Sprouts,SPRTS,849.17 백만,0.000054,15.71 조*,2.65 백만,1.22%,15.65%,12.87%
805,FLIP,FLP,847.22 백만,15.14,55.96 백만*,83.91 백만,-0.05%,6.20%,-0.43%
806,Arbidex,ABX,843.85 백만,41.32,20.42 백만*,40.33 백만,-0.23%,6.90%,-1.15%
807,Truegame,TGAME,839.21 백만,10.16,82.58 백만*,59.61 백만,0.57%,3.60%,6.05%
808,Playkey,PKT,830.33 백만,59.64,13.92 백만*,13.22 백만,0.54%,1.56%,0.37%
809,ATLANT,ATL,829.79 백만,22.10,37.55 백만*,64.20 백만,-0.08%,4.65%,-0.57%
810,AC3,AC3,828.85 백만,11.94,69.43 백만*,9.58 백만,-5.94%,-1.73%,7.79%
811,AiLink Token,ALI,823.87 백만,0.386696,2.13 십억*,272.79 백만,-0.09%,11.66%,17.11%
812,HEROcoin,PLAY,820.20 백만,6.58,124.71 백만*,46.51 백만,0.77%,18.21%,23.00%
813,FREE Coin,FREE,811.52 백만,0.000212,3.82 조*,10.84 백만,-6.72%,-4.86%,52.48%
814,adbank,ADB,810.94 백만,1.32,615.94 백만*,32.92 백만,0.31%,10.81%,0.88%
815,SounDAC,XSD,800.36 백만,54.89,14.58 백만*,1.36 백만,-0.13%,-6.92%,-13.65%
816,Internxt,INXT,799.34 백만,1269.59,629.61 천*,9.60 백만,-0.18%,2.55%,18.11%
817,Uquid Coin,UQC,790.80 백만,79.08,10.00 백만*,591.42 백만,-14.90%,-7.99%,-19.89%
818,Forkcoin,FORK,780.83 백만,160.33,4.87 백만,19.61 백만,5.29%,0.12%,-20.05%
819,Stox,STX,778.65 백만,15.14,51.42 백만*,35.17 백만,0.10%,5.90%,-8.04%
820,Snovian.Space,SNOV,774.63 백만,1.91,404.98 백만*,18.36 백만,-0.98%,4.97%,-5.07%
821,GravityCoin,GXX,771.96 백만,413.97,1.86 백만,4.17 백만,0.34%,3.15%,0.68%
822,Alphacat,ACAT,768.57 백만,0.275431,2.79 십억*,113.83 백만,-0.29%,6.65%,-9.84%
823,NPER,NPER,761.23 백만,15.25,49.93 백만*,34.52 백만,-0.63%,6.74%,-6.60%
824,ProChain,PRA,756.29 백만,15.26,49.56 백만*,64.89 백만,1.19%,9.12%,2.96%
825,StrongHands,SHND,755.82 백만,0.000082,9.24 조,855.56 천,-5.07%,10.63%,-5.00%
826,Invacio,INV,755.34 백만,23.13,32.66 백만*,2.07 백만,-0.04%,5.12%,0.31%
827,HOLD,HOLD,748.01 백만,1.06,704.82 백만*,161.87 백만,0.42%,51.93%,51.83%
828,REBL,REBL,741.53 백만,4.30,172.44 백만*,891.67 천,-14.67%,-12.33%,-12.66%
829,UChain,UCN,739.62 백만,2.19,338.06 백만*,364.87 백만,-1.76%,-0.83%,-5.32%
830,HEAT,HEAT,737.77 백만,19.43,37.97 백만*,710.71 천,-0.18%,6.93%,-9.88%
831,Zero,ZER,737.10 백만,153.21,4.81 백만,1.58 백만,-0.35%,8.61%,-3.30%
832,Sovereign Hero,HERO,720.12 백만,150874,4.77 천*,981.12 천,-0.30%,4.63%,-2.79%
833,EDRCoin,EDRC,717.40 백만,246.90,2.91 백만*,9.52 백만,2.85%,9.87%,-0.14%
834,Devery,EVE,712.19 백만,11.32,62.92 백만*,210.17 백만,-0.14%,6.49%,-10.24%
835,InterCrone,ICR,707.61 백만,49.37,14.33 백만,1.30 백만,-0.18%,-1.67%,-17.75%
836,CoinFi,COFI,705.29 백만,4.00,176.46 백만*,53.64 백만,0.81%,9.95%,6.33%
837,IP Exchange,IPSX,704.64 백만,0.831891,847.04 백만*,13.43 백만,-2.83%,4.81%,-3.00%
838,FintruX Network,FTX,702.59 백만,8.27,85.00 백만*,2.54 백만,-0.21%,9.68%,7.76%
839,Ryo Currency,RYO,701.93 백만,84.96,8.26 백만,2.24 백만,1.16%,8.12%,2.61%
840,AICHAIN,AIT,697.14 백만,1.30,535.07 백만*,9.05 백만,-6.81%,4.81%,-16.46%
841,BitRent,RNTB,695.45 백만,0.826202,841.74 백만*,10.54 백만,-1.54%,5.40%,2.49%
842,Etheera,ETA,694.25 백만,0.118516,5.86 십억*,3.55 백만,12.30%,9.23%,69.05%
843,Acute Angle C...,AAC,692.95 백만,2.77,250.00 백만*,409.84 백만,0.14%,4.86%,-9.58%
844,Colu Local Ne...,CLN,692.48 백만,6.83,101.38 백만*,22.33 백만,0.14%,3.00%,-5.96%
845,Privatix,PRIX,686.53 백만,580.50,1.18 백만*,664.90 천,-0.18%,8.70%,11.02%
846,OBITS,OBITS,677.04 백만,44.24,15.30 백만*,1.64 백만,-29.90%,-2.58%,14.11%
847,Dether,DTH,676.79 백만,8.10,83.60 백만*,1.13 백만,-0.03%,4.79%,-9.65%
848,NeosCoin,NEOS,673.43 백만,162.23,4.15 백만,6.97 백만,-0.18%,6.32%,-12.04%
849,EUNO,EUNO,668.46 백만,51.05,13.09 백만,4.36 백만,-0.85%,81.85%,54.81%
850,Internet of P...,IOP,667.20 백만,118.00,5.65 백만,70.68 백만,2.49%,-6.23%,-11.44%
851,Aphelion,APH,664.66 백만,13.29,50.00 백만*,12.74 백만,-0.69%,0.78%,10.46%
852,Niobio Cash,NBR,664.02 백만,5.81,114.35 백만,1.84 백만,-0.03%,6.59%,-13.50%
853,Traceability ...,TAC,663.49 백만,1.77,375.09 백만*,22.76 백만,0.43%,17.59%,15.15%
854,CanYaCoin,CAN,663.04 백만,14.34,46.23 백만*,33.31 백만,-0.27%,-3.53%,-2.61%
855,SRCOIN,SRCOIN,660.75 백만,0.130788,5.05 십억*,10.61 백만,-0.37%,11.90%,-4.98%
856,Profile Utili...,PUT,658.27 백만,14.53,45.29 백만*,154.00 백만,-2.01%,10.94%,22.98%
857,MyBit,MYB,651.69 백만,6.70,97.30 백만*,1.38 백만,-0.15%,9.72%,-18.00%
858,Faceter,FACE,651.47 백만,1.38,470.62 백만*,4.69 백만,0.20%,-0.90%,13.26%
859,Breakout Stake,BRX,644.38 백만,102.80,6.27 백만*,660.62 천,1.96%,20.70%,3.05%
860,ClearPoll,POLL,642.05 백만,91.72,7.00 백만*,945.41 천,-0.74%,4.53%,-12.23%
861,Blue Protocol,BLUE,641.30 백만,17.50,36.65 백만*,77.94 백만,2.38%,7.62%,-11.63%
862,SkinCoin,SKIN,641.23 백만,7.27,88.18 백만*,5.69 백만,7.67%,3.63%,6.41%
863,Rate3,RTE,639.98 백만,1.49,428.99 백만*,83.79 백만,-0.30%,6.77%,-8.17%
864,LikeCoin,LIKE,638.10 백만,1.35,473.58 백만*,77.11 백만,-1.17%,6.36%,-0.72%
865,HeroNode,HER,637.08 백만,0.671952,948.10 백만*,41.76 백만,-4.68%,9.61%,-10.73%
866,LiteDoge,LDOGE,634.86 백만,0.041919,15.14 십억*,1.28 백만,-2.92%,3.33%,-10.46%
867,Bela,BELA,629.59 백만,16.15,38.99 백만*,1.10 백만,-0.21%,8.81%,1.46%
868,Rentberry,BERRY,625.21 백만,2.07,301.43 백만*,7.37 백만,-0.66%,7.10%,35.72%
869,Memetic / Pep...,MEME,622.83 백만,26.49,23.51 백만,35.79 백만,-0.53%,2.71%,-15.95%
870,Coinsuper Eco...,CEN,621.03 백만,4.45,139.62 백만*,314.18 백만,1.92%,14.59%,-14.34%
871,Woodcoin,LOG,618.11 백만,76.93,8.04 백만,4.42 백만,2.71%,24.41%,12.54%
872,VULCANO,VULC,615.31 백만,4.43,138.95 백만,915.33 천,-0.75%,6.74%,-24.20%
873,Relex,RLX,614.98 백만,0.461756,1.33 십억*,84.61 백만,-0.47%,3.08%,3.45%
874,iEthereum,IETH,606.54 백만,33.73,17.98 백만*,4.59 백만,-0.13%,9.40%,43.13%
875,Carboneum [C8...,C8,605.78 백만,11.84,51.18 백만*,5.13 백만,44.51%,37.21%,58.14%
876,JET8,J8T,604.69 백만,1.00,604.53 백만*,24.91 백만,0.04%,4.68%,-2.02%
877,TRONCLASSIC,TRXC,599.47 백만,0.001289,465.11 십억*,2.97 백만,-0.15%,-61.37%,-87.83%
878,MTC Mesh Network,MTC,596.50 백만,2.07,287.47 백만*,7.63 백만,-0.69%,10.84%,0.02%
879,Lethean,LTHN,596.39 백만,1.28,465.00 백만,936.24 천,-0.79%,5.41%,9.69%
880,VeriumReserve,VRM,596.07 백만,308.51,1.93 백만,873.93 천,-0.23%,5.47%,3.06%
881,Bettex Coin,BTXC,591.72 백만,137.70,4.30 백만,31.89 백만,-1.52%,8.76%,-14.26%
882,MODEL-X-coin,MODX,589.59 백만,53.33,11.06 백만*,24.72 백만,-0.18%,2.63%,-20.99%
883,Thrive Token,THRT,587.10 백만,5.69,103.18 백만*,19.20 백만,-0.94%,6.15%,0.37%
884,Block Array,ARY,585.97 백만,8.56,68.43 백만*,8.26 백만,-0.11%,7.82%,-14.80%
885,EventChain,EVC,585.72 백만,18.74,31.25 백만*,2.28 백만,-0.24%,-7.89%,-18.21%
886,TransferCoin,TX,585.27 백만,86.16,6.79 백만*,13.52 백만,0.02%,2.73%,-8.70%
887,FedoraCoin,TIPS,582.01 백만,0.002742,212.27 십억,15.19 백만,-3.76%,-4.01%,9.95%
888,Clipper Coin,CCCX,581.22 백만,0.369006,1.58 십억*,8.36 백만,1.89%,7.60%,-12.35%
889,Worldcore,WRC,578.63 백만,3.25,178.10 백만*,5.58 백만,-0.63%,3.49%,-9.51%
890,Bethereum,BETHER,574.00 백만,2.01,285.79 백만*,14.29 백만,12.43%,21.26%,-8.67%
891,OptiToken,OPTI,572.75 백만,23.18,24.71 백만*,16.38 백만,-0.18%,14.49%,-29.81%
892,Tokenbox,TBX,567.30 백만,42.33,13.40 백만*,7.57 백만,-0.24%,4.85%,2.70%
893,Level Up Coin,LUC,566.45 백만,0.568194,996.92 백만*,882.52 천,-0.24%,30.53%,4.72%
894,MyWish,WISH,558.88 백만,28.36,19.70 백만*,22.30 백만,-0.32%,18.29%,12.07%
895,Giant,GIC,556.06 백만,196.61,2.83 백만,4.24 백만,0.29%,13.26%,-0.43%
896,Matryx,MTX,553.42 백만,23.83,23.22 백만*,6.74 백만,1.62%,6.34%,-9.56%
897,QuadrantProtocol,EQUAD,553.03 백만,1.85,299.69 백만*,112.93 백만,0.82%,-6.34%,40.84%
898,BitClave,CAT,552.25 백만,1.10,501.39 백만*,654.05 천,-0.59%,13.20%,-5.94%
899,HeartBout,HB,552.07 백만,10.38,53.20 백만*,109.83 백만,5.01%,0.50%,-4.67%
900,TrakInvest,TRAK,541.83 백만,6.46,83.93 백만* ,4.25 백만,-0.04%,7.98%,2.51%
901,Bounty0x,BNTY,541.17 백만,2.90,186.30 백만*,1.59 백만,-0.61%,11.16%,-3.37%
902,Voise,VOISE,538.22 백만,1.03,521.63 백만*,27.80 백만,-0.85%,2.91%,49.37%
903,Zilla,ZLA,537.87 백만,12.37,43.47 백만*,4.89 백만,34.48%,-17.13%,-22.34%
904,Terracoin,TRC,534.38 백만,23.30,22.94 백만,2.45 백만,-0.21%,6.41%,0.42%
905,Bob's Repair,BOB,529.48 백만,6.76,78.29 백만*,428.85 백만,0.68%,13.29%,3.06%
906,Credit Tag Chain,CTC,528.18 백만,12.49,42.29 백만,73.76 백만,6.86%,11.63%,0.33%
907,Breakout,BRK,527.83 백만,27.85,18.95 백만,2.27 백만,0.12%,15.58%,0.17%
908,MedicCoin,MEDIC,526.29 백만,2.27,231.45 백만,10.67 백만,0.69%,7.02%,12.42%
909,SURETY,SURE,524.21 백만,9.57,54.76 백만*,1.38 백만,0.85%,73.47%,-3.38%
910,LOCIcoin,LOCI,523.98 백만,12.89,40.66 백만*,10.96 백만,-0.15%,4.29%,-2.31%
911,InterValue,INVE,523.98 백만,5.40,97.03 백만*,201.59 백만,-0.04%,3.23%,-18.02%
912,Elixir,ELIX,523.59 백만,15.43,33.92 백만*,3.89 백만,-2.49%,4.09%,15.90%
913,Trittium,TRTT,523.35 백만,5.05,103.54 백만*,5.72 백만,-1.71%,6.21%,-0.26%
914,FSBT API Token,FSBT,519.19 백만,147.94,3.51 백만*,1.84 십억,-0.09%,6.99%,28.28%
915,BiblePay,BBP,517.52 백만,0.443135,1.17 십억,1.14 백만,-0.24%,-1.72%,-14.20%
916,EncryptoTel [...,ETT,515.50 백만,8.30,62.13 백만*,10.20 백만,10.01%,8.42%,-2.89%
917,ZCore,ZCR,515.43 백만,209.07,2.47 백만,9.26 백만,-5.25%,-15.00%,-16.38%
918,Travelflex,TRF,515.23 백만,6.53,78.91 백만*,7.16 백만,3.90%,4.75%,13.93%
919,LALA World,LALA,509.47 백만,2.65,192.49 백만*,27.05 백만,-0.14%,1.37%,-2.43%
920,Sentinel Chain,SENC,509.35 백만,2.58,197.27 백만*,2.12 백만,0.01%,2.10%,2.56%
921,White Standard,WSD,505.80 백만,1151.11,439.40 천*,17.68 백만,1.47%,2.25%,0.71%
922,Utrum,OOT,505.02 백만,11.69,43.20 백만*,12.71 백만,0.06%,-3.81%,-7.83%
923,NuBits,USNBT,499.09 백만,45.45,10.98 백만*,19.52 백만,-0.09%,10.11%,-4.92%
924,Verify,CRED,496.49 백만,36.75,13.51 백만*,3.15 백만,-0.05%,94.58%,97.00%
925,Helbiz,HBZ,493.82 백만,0.688437,717.30 백만*,78.19 백만,-0.84%,4.53%,-25.85%
926,AdHive,ADH,483.77 백만,3.99,121.22 백만*,37.74 백만,-5.69%,7.24%,11.71%
927,Karbo,KRB,483.59 백만,70.22,6.89 백만,1.80 백만,-0.97%,2.78%,3.51%
928,Pareto Network,PARETO,480.36 백만,1.46,329.34 백만*,6.58 백만,-9.36%,23.78%,-19.03%
929,BetterBetting,BETR,478.93 백만,2.81,170.70 백만*,18.84 백만,-0.94%,2.46%,-13.71%
930,Cashbery Coin,CBC,469.91 백만,85.07,5.52 백만,107.44 백만,0.74%,3.09%,-44.38%
931,Guaranteed Et...,GETX,462.10 백만,1.54,300.00 백만*,6.15 백만,-0.83%,3.57%,-1.51%
932,Apollon,XAP,462.06 백만,3.50,132.04 백만,1.82 백만,-0.54%,0.81%,7.77%
933,Publica,PBL,459.61 백만,24.73,18.58 백만*,1.18 백만,-0.18%,47.28%,5.81%
934,Thingschain,TIC,459.59 백만,0.040156,11.45 십억*,5.09 백만,-0.12%,-1.86%,-22.62%
935,DopeCoin,DOPE,457.64 백만,3.92,116.85 백만*,931.58 천,-0.25%,6.19%,2.16%
936,Mallcoin,MLC,450.53 백만,2.56,176.14 백만*,25.67 백만,-26.83%,-54.78%,-41.16%
937,Kalkulus,KLKS,450.34 백만,32.41,13.90 백만,16.69 백만,-0.89%,7.25%,19.97%
938,Pundi X NEM,NPXSXEM,447.36 백만,0.436822,1.02 십억*,1.09 십억,-0.47%,1.80%,1.02%
939,NEVERDIE,NDC,445.28 백만,10.86,41.00 백만*,2.62 백만,-2.26%,125.16%,124.01%
940,Daneel,DAN,443.38 백만,11.96,37.06 백만*,5.98 백만,-0.08%,0.82%,-14.83%
941,Fire Lotto,FLOT,441.24 백만,21.03,20.98 백만*,64.54 백만,3.40%,12.72%,-6.29%
942,NuShares,NSR,436.07 백만,0.156996,2.78 십억*,3.44 백만,-0.18%,111.25%,101.06%
943,HyperStake,HYP,435.15 백만,0.316076,1.38 십억*,568.00 천,-0.18%,-5.49%,15.65%
944,CannabisCoin,CANN,435.03 백만,5.63,77.23 백만,4.30 백만,-1.01%,11.50%,-1.91%
945,SIMDAQ,SMQ,434.55 백만,24.66,17.62 백만*,3.09 백만,1.48%,65.08%,41.33%
946,DPRating,RATING,433.98 백만,0.199580,2.17 십억*,75.71 백만,0.30%,9.27%,4.25%
947,UltraNote Coin,XUN,423.41 백만,0.118529,3.57 십억,2.44 백만,-0.18%,35.64%,116.02%
948,RefToken,REF,420.06 백만,563.13,745.94 천*,27.97 백만,-0.43%,5.78%,3.31%
949,MNPCoin,MNP,419.34 백만,191.30,2.19 백만,4.83 백만,-0.18%,2.89%,4.38%
950,Parkgene,GENE,418.29 백만,1.42,294.76 백만*,23.27 백만,0.28%,10.26%,29.53%
951,Indorse Token,IND,416.57 백만,11.22,37.14 백만*,20.77 백만,-0.14%,4.18%,-3.92%
952,eBoost,EBST,413.27 백만,20.66,20.00 백만*,11.09 백만,0.40%,2.98%,-7.18%
953,GoldMint,MNTP,412.45 백만,215.38,1.91 백만*,7.30 백만,-0.18%,-0.87%,-9.50%
954,Sapien,SPN,412.30 백만,2.05,201.38 백만*,17.83 백만,0.01%,14.20%,16.74%
955,BoutsPro,BOUTS,409.00 백만,5.34,76.62 백만*,12.93 백만,2.40%,1.86%,-17.09%
956,Sumokoin,SUMO,405.15 백만,46.43,8.73 백만,2.89 백만,0.44%,4.81%,-7.00%
957,Universal Cur...,UNIT,404.65 백만,25.63,15.79 백만,8.37 백만,-0.16%,7.77%,9.70%
958,Neutron,NTRN,400.72 백만,10.24,39.12 백만*,1.17 백만,-4.53%,3.49%,10.49%
959,MetaMorph,METM,397.63 백만,5.73,69.39 백만*,16.72 백만,-3.47%,20.02%,9.86%
960,Divi Exchange...,DIVX,396.13 백만,427.33,926.98 천*,1.24 백만,-0.18%,1.85%,-5.92%
961,ShareX,SEXC,394.73 백만,0.611496,645.52 백만*,1.16 백만,-0.04%,10.20%,7.93%
962,TeslaCoin,TES,389.43 백만,5.02,77.65 백만,765.30 천,-0.19%,2.30%,-8.05%
963,SnowGem,XSG,387.86 백만,37.90,10.23 백만,101.50 백만,-4.84%,7.26%,-9.85%
964,Zippie,ZIPT,373.83 백만,1.59,234.56 백만*,15.66 백만,24.50%,-10.13%,-26.99%
965,SkyHub Coin,SHB,373.02 백만,1992.45,187.22 천,24.63 백만,1.14%,14.82%,-3.37%
966,Spectiv,SIG,371.70 백만,1.32,282.32 백만*,4.62 백만,0.21%,1.23%,-5.60%
967,SnodeCoin,SND,371.01 백만,39.55,9.38 백만*,6.28 백만,-1.90%,14.94%,-3.17%
968,Pluton,PLU,370.14 백만,435.46,850.00 천*,9.52 백만,-0.01%,9.24%,1.61%
969,Payfair,PFR,366.80 백만,4.12,89.00 백만*,1.52 백만,-0.19%,4.96%,-5.73%
970,VeriME,VME,366.18 백만,2.10,174.63 백만*,1.37 백만,-0.13%,10.54%,13.13%
971,BitCoen,BEN,359.45 백만,51.35,7.00 백만*,6.42 백만,0.21%,6.51%,-2.08%
972,CROAT,CROAT,359.40 백만,6.36,56.48 백만,3.85 백만,-11.01%,19.73%,61.45%
973,Kryll,KRL,354.66 백만,29.83,11.89 백만*,20.44 백만,0.07%,5.93%,-2.09%
974,FlypMe,FYP,348.45 백만,19.75,17.64 백만*,6.06 백만,-0.18%,6.33%,-14.48%
975,Maverick Chain,MVC,348.26 백만,3.32,104.94 백만*,18.65 백만,-2.31%,5.52%,-1.09%
976,Proton Token,PTT,348.24 백만,0.144731,2.41 십억*,39.81 백만,-1.72%,3.61%,-27.46%
977,Bonpay,BON,341.87 백만,30.28,11.29 백만*,19.17 백만,1.64%,5.10%,-0.86%
978,Monkey Project,MONK,341.42 백만,80.16,4.26 백만,1.35 백만,-3.58%,6.80%,-7.70%
979,Akroma,AKA,340.04 백만,18.72,18.17 백만,5.89 백만,2.96%,7.73%,-33.48%
980,AB-Chain RTB,RTB,334.82 백만,22.28,15.03 백만*,1.80 백만,-1.95%,16.35%,18.97%
981,Penguin Coin,PENG,334.16 백만,0.058202,5.74 십억,2.67 백만,-0.05%,-0.45%,0.89%
982,Rupee,RUP,333.95 백만,13.00,25.69 백만,2.47 백만,-0.48%,2.32%,0.86%
983,The ChampCoin,TCC,333.84 백만,1.96,170.76 백만,11.73 백만,-0.09%,8.55%,3.99%
984,Photon,PHO,333.57 백만,0.012754,26.15 십억,736.28 천,-3.28%,-0.09%,31.60%
985,Soma,SCT,329.19 백만,40.06,8.22 백만*,49.24 백만,-0.04%,12.81%,20.87%
986,Freyrchain,FREC,326.32 백만,0.652641,500.00 백만*,35.53 백만,6.71%,3.98%,4.96%
987,Repme,RPM,326.21 백만,0.009006,36.22 십억*,198.74 백만,3.81%,-0.21%,-4.04%
988,Kora Network ...,KNT,326.06 백만,1.09,300.00 백만*,26.18 백만,-12.48%,-3.53%,-15.49%
989,Bigbom,BBO,325.77 백만,0.963866,337.98 백만*,199.19 백만,-10.28%,-1.16%,1.51%
990,Cpollo,CPLO,323.67 백만,0.039706,8.15 십억*,1.74 백만,-0.18%,6.86%,-5.78%
991,CryptoCarbon,CCRB,322.59 백만,13.07,24.69 백만*,31.16 백만,0.14%,-0.38%,-31.52%
992,CoinToGo,2GO,322.08 백만,79.02,4.08 백만,11.78 백만,-0.18%,1.41%,3.31%
993,Monoeci,XMCC,322.03 백만,39.30,8.19 백만,919.57 천,-0.65%,3.37%,0.47%
994,bitJob,STU,312.84 백만,4.36,71.80 백만*,51.34 백만,-0.13%,-8.53%,-12.08%
995,Auctus,AUC,312.10 백만,18.31,17.05 백만*,10.01 백만,-0.07%,-19.67%,3.41%
996,Ethereum Meta,ETHM,309.52 백만,3.52,88.02 백만*,2.97 백만,-0.18%,8.77%,-17.19%
997,ATBCoin,ATB,308.25 백만,7.33,42.04 백만,4.23 십억,0.08%,4.61%,-7.50%
998,Bitzeny,ZNY,307.77 백만,4.07,75.61 백만,1.53 백만,5.43%,12.09%,-26.08%
999,Narrative,NRVE,302.69 백만,6.45,46.93 백만*,16.47 백만,-0.65%,6.15%,-19.96%
1000,BioCoin,BIO,297.88 백만,0.353940,841.61 백만*,655.86 천,-0.14%,0.98%,-9.49%
1001,Bitcoin Zero,BZX,296.49 백만,24.44,12.13 백만,20.94 백만,-1.14%,16.72%,-10.67%
1002,XMCT,XMCT,294.77 백만,3.06,96.43 백만*,96.92 백만,0.30%,6.34%,-20.40%
1003,Bodhi [ETH],BOE,294.34 백만,20.03,14.69 백만*,16.47 백만,-0.22%,5.48%,-3.17%
1004,Graviocoin,GIO,288.32 백만,0.387784,743.51 백만,1.70 백만,-0.04%,6.93%,-1.87%
1005,Leadcoin,LDC,287.41 백만,0.366412,784.40 백만*,14.70 백만,-0.01%,4.28%,-1.33%
1006,Nullex,NLX,283.20 백만,7.00,40.48 백만,2.21 백만,-4.53%,-1.68%,-12.89%
1007,TrezarCoin,TZC,281.84 백만,3.11,90.62 백만,1.52 백만,-0.18%,19.94%,34.89%
1008,Jury.Online T...,JOT,281.60 백만,31.21,9.02 백만*,2.27 백만,-1.31%,4.78%,-5.42%
1009,EverGreenCoin,EGC,280.88 백만,20.42,13.75 백만,1.06 백만,0.20%,10.82%,1.92%
1010,HunterCoin,HUC,279.77 백만,11.77,23.76 백만,840.79 천,1.18%,0.57%,-8.35%
1011,Naviaddress,NAVI,277.52 백만,1.14,242.55 백만*,79.36 백만,-0.29%,2.63%,-3.92%
1012,EtherGem,EGEM,276.52 백만,17.31,15.98 백만,3.91 백만,-0.07%,0.32%,-11.16%
1013,PutinCoin,PUT,274.69 백만,0.453954,605.10 백만,2.33 백만,-0.28%,36.03%,17.87%
1014,FUTURAX,FTXT,273.20 백만,0.080202,3.41 십억*,7.60 백만,-0.60%,0.76%,-19.63%
1015,RealChain,RCT,272.92 백만,0.790074,345.44 백만*,187.68 백만,-1.80%,10.50%,-4.57%
1016,CarTaxi Token,CTX,271.61 백만,6.80,39.93 백만*,638.10 천,0.61%,14.42%,-29.51%
