#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
498,Crown,CRW,2.92 십억,138.83,21.01 백만,14.97 백만,0.17%,-8.35%,-31.74%
499,DecentBet,DBET,2.90 십억,17.31,167.71 백만*,64.91 백만,-2.87%,2.94%,-23.32%
500,Hiveterminal ...,HVN,2.90 십억,7.06,410.96 백만*,2.33 백만,-1.71%,-7.17%,-24.69%
501,GET Protocol,GET,2.89 십억,253.35,11.39 백만*,764.10 천,-2.99%,-0.08%,-2.38%
502,Consensus,SEN,2.88 십억,1.8,1.61 십억*,32.13 백만,-2.88%,-6.20%,-15.74%
503,RealTract,RET,2.84 십억,0.141794,20.00 십억*,278.75 백만,-2.96%,2.44%,-48.80%
504,Experience Po...,XP,2.82 십억,0.01096,257.08 십억,23.12 백만,-5.79%,3.34%,-15.69%
505,PotCoin,POT,2.81 십억,12.72,221.27 백만,3.48 백만,-1.26%,-1.44%,-4.97%
506,Sentinel,SENT,2.81 십억,1.4,2.00 십억*,40.15 백만,-1.78%,-10.03%,-9.42%
507,Electrify.Asia,ELEC,2.81 십억,5.9,475.34 백만*,21.90 백만,-2.92%,-4.01%,-20.00%
508,Brickblock,BBK,2.77 십억,36.84,75.13 백만*,64.18 백만,-2.12%,-5.31%,-3.63%
509,Hubii Network,HBT,2.72 십억,179.59,15.14 백만*,5.85 백만,-2.99%,112.73%,42.94%
510,FansTime,FTI,2.71 십억,0.950931,2.85 십억*,21.68 백만,4.15%,-1.85%,-13.91%
511,Online,OIO,2.71 십억,3.08,877.66 백만*,7.31 백만,-3.18%,-6.13%,-29.41%
512,Switcheo,SWTH,2.68 십억,5.13,522.69 백만*,47.58 백만,-3.87%,-4.51%,-32.00%
513,Birake,BIR,2.67 십억,100.71,26.54 백만,136.47 백만,2.74%,5.90%,-15.67%
514,Lendingblock,LND,2.63 십억,4.37,601.68 백만*,105.97 백만,-2.16%,-10.24%,-15.48%
515,GridCoin,GRC,2.63 십억,6.37,412.18 백만,1.97 백만,-1.69%,-1.40%,-2.75%
516,YEE,YEE,2.63 십억,1.92,1.37 십억*,447.31 백만,-1.45%,-0.33%,-9.61%
517,Radium,RADS,2.62 십억,736.75,3.56 백만*,10.17 백만,-1.40%,1.03%,-8.08%
518,Welltrado,WTL,2.62 십억,70.61,37.10 백만*,308.42 백만,-1.10%,44.13%,64.28%
519,Olympus Labs,MOT,2.62 십억,68.25,38.35 백만*,123.79 백만,-3.01%,-3.61%,-17.21%
520,SureRemit,RMT,2.61 십억,5.23,500.00 백만*,3.95 백만,-2.36%,-13.95%,-32.88%
521,MassGrid,MGD,2.60 십억,49.19,52.76 백만*,7.70 백만,-1.68%,4.42%,-4.56%
522,YGGDRASH,YEED,2.57 십억,0.523949,4.91 십억*,235.08 백만,-2.57%,-6.32%,-18.50%
523,HempCoin,THC,2.56 십억,10.46,244.17 백만,3.72 백만,-2.77%,-8.03%,-14.18%
524,Lightpaycoin,LPC,2.52 십억,556.31,4.53 백만*,224.17 백만,-3.26%,-11.61%,80.74%
525,DIMCOIN,DIM,2.51 십억,1.19,2.10 십억*,163.41 백만,-2.08%,-2.10%,-9.75%
526,FuzeX,FXT,2.50 십억,3.3,756.40 백만*,738.91 천,-0.72%,4.59%,-24.03%
527,Incent,INCNT,2.50 십억,54.27,46.02 백만*,3.61 백만,4.67%,11.53%,0.44%
528,Distributed C...,DCC,2.50 십억,1.37,1.83 십억*,20.64 백만,-3.67%,-8.27%,-29.97%
529,I/O Coin,IOC,2.49 십억,145.37,17.12 백만*,4.88 백만,-1.69%,-2.94%,-10.65%
530,Zebi,ZCO,2.48 십억,4.97,500.00 백만*,478.00 백만,-3.67%,-5.06%,-23.56%
531,Winding Tree,LIF,2.48 십억,123.29,20.14 백만*,1.18 백만,-2.99%,-13.24%,-34.42%
532,Stealth,XST,2.48 십억,81.19,30.50 백만,7.47 백만,-1.68%,-6.81%,16.13%
533,Eximchain,EXC,2.48 십억,36.79,67.31 백만*,3.85 백만,-2.99%,10.79%,-4.73%
534,BitDice,CSNO,2.44 십억,34.89,70.00 백만*,693.60 천,-1.68%,8.02%,-3.19%
535,ThoreCoin,THR,2.43 십억,28287.66,85.91 천*,36.24 백만,-3.60%,-5.43%,-20.93%
536,Sharpay,S,2.41 십억,2.62,920.30 백만*,124.47 백만,-1.37%,455.62%,408.46%
537,Ivy,IVY,2.38 십억,7.75,307.09 백만*,14.93 백만,1.25%,-18.98%,-19.30%
538,Flixxo,FLIXX,2.37 십억,29.65,80.08 백만*,99.42 백만,-4.30%,52.76%,41.91%
539,Blockport,BPT,2.37 십억,44.89,52.87 백만*,116.16 백만,-3.85%,-5.71%,-20.54%
540,DATx,DATX,2.36 십억,1.7,1.39 십억*,466.91 백만,-2.39%,-1.16%,-11.38%
541,LUXCoin,LUX,2.36 십억,755.65,3.12 백만,18.16 백만,-1.29%,-1.44%,-22.72%
542,carVertical,CV,2.35 십억,0.303992,7.74 십억*,4.86 백만,-2.08%,-3.97%,-14.29%
543,XMax,XMX,2.33 십억,0.303973,7.67 십억*,60.41 백만,-2.09%,-4.33%,-24.55%
544,Rise,RISE,2.33 십억,17.65,131.74 백만*,1.98 백만,-0.66%,-5.70%,-24.43%
545,Pal Network,PAL,2.31 십억,5.04,459.13 백만*,217.52 백만,-3.02%,-7.38%,-14.08%
546,VeriCoin,VRC,2.29 십억,72.91,31.39 백만,82.67 백만,-5.01%,1.14%,-1.84%
547,Ulord,UT,2.27 십억,50.04,45.38 백만*,185.78 백만,-2.17%,-4.46%,-14.00%
548,UpToken,UP,2.26 십억,15.43,146.54 백만*,38.28 백만,-4.56%,-3.12%,-10.72%
549,U Network,UUU,2.26 십억,0.382734,5.90 십억*,202.15 백만,-2.27%,-3.86%,-24.82%
550,SIX,SIX,2.25 십억,8.23,273.78 백만*,42.24 백만,-1.70%,4.85%,-7.19%
551,Peculium,PCL,2.24 십억,1.14,1.96 십억*,85.58 백만,-4.03%,-10.58%,-25.02%
552,KARMA,KARMA,2.24 십억,0.679486,3.30 십억 *,2.49 백만,-2.36%,-1.27%,-24.33%
553,PolySwarm,NCT,2.24 십억,1.45,1.55 십억*,74.22 백만,-4.58%,-4.32%,-30.96%
554,MktCoin,MLM,2.22 십억,1.94,1.15 십억,4.99 백만,-1.70%,-5.04%,-7.37%
555,Decision Token,HST,2.22 십억,69.31,32.03 백만*,53.35 백만,-0.21%,-3.87%,-31.00%
556,Delphy,DPY,2.21 십억,44.78,49.24 백만*,65.43 백만,-3.20%,6.65%,-30.46%
557,OAX,OAX,2.20 십억,88.06,25.01 백만*,600.88 백만,-2.06%,-4.59%,-26.40%
558,NeuroChain,NCC,2.20 십억,8.65,254.47 백만*,20.64 백만,17.92%,11.46%,-11.96%
559,Hydro Protocol,HOT,2.20 십억,3.14,702.00 백만*,144.19 백만,-1.02%,-4.27%,-19.05%
560,OWNDATA,OWN,2.20 십억,0.199795,11.00 십억*,22.48 백만,-2.88%,-15.43%,-14.25%
561,Remme,REM,2.20 십억,3.58,614.32 백만*,102.42 백만,-0.31%,-5.34%,-21.16%
562,Bezop,BEZ,2.19 십억,43.2,50.78 백만*,1.11 십억,-2.31%,-5.09%,-31.05%
563,EDUCare,EKT,2.19 십억,4.86,450.00 백만*,110.78 백만,-1.75%,-4.12%,-30.64%
564,IXT,IXT,2.19 십억,61.1,35.78 백만*,5.82 백만,-2.40%,3.51%,-2.17%
565,Skrumble Network,SKM,2.18 십억,2.88,755.86 백만*,1.08 십억,-1.96%,0.51%,-25.33%
566,MARK.SPACE,MRK,2.18 십억,4.02,541.04 백만*,101.09 백만,-3.26%,-9.14%,-39.24%
567,ATC Coin,ATCC,2.17 십억,9.07,239.21 백만*,11.91 백만,-1.87%,-5.91%,-22.67%
568,LocalCoinSwap,LCS,2.17 십억,41.36,52.36 백만*,135.34 백만,-1.88%,-4.38%,-23.85%
569,EBCoin,EBC,2.16 십억,0.577914,3.74 십억*,46.87 백만,-3.05%,-3.49%,-38.36%
570,TRAXIA,TMT,2.15 십억,4.36,491.94 백만*,121.66 백만,-2.52%,-5.88%,-12.68%
571,CVCoin,CVN,2.14 십억,172.72,12.38 백만*,132.58 백만,-1.37%,6.18%,-15.64%
572,LinkEye,LET,2.12 십억,3.54,600.00 백만*,1.86 십억,-2.11%,-0.18%,-17.87%
573,ChatCoin,CHAT,2.12 십억,3.07,690.00 백만*,871.80 백만,-3.13%,10.66%,-21.89%
574,Etheroll,DICE,2.09 십억,297.99,7.00 백만*,7.65 백만,-3.83%,-26.29%,-29.95%
575,Yocoin,YOC,2.08 십억,6.3,329.92 백만,10.05 백만,-2.49%,-11.90%,-20.02%
576,HyperSpace,AMP,2.07 십억,20.55,100.73 백만*,444.66 백만,-8.29%,-15.91%,-0.78%
577,Soarcoin,SOAR,2.05 십억,1.9,1.08 십억*,2.60 백만,-1.68%,-21.58%,-49.47%
578,Nimiq,NIM,2.04 십억,0.745253,2.74 십억*,56.23 백만,-2.28%,-7.73%,-14.36%
579,AI Doctor,AIDOC,2.03 십억,4.57,443.33 백만*,670.86 백만,-2.71%,-2.87%,-15.65%
580,Blocktrade Token,BTT,2.02 십억,37.4,54.13 백만*,52.74 백만,-4.43%,-9.59%,-34.61%
581,CargoX,CXO,2.02 십억,15.66,129.07 백만*,23.03 백만,-0.32%,2.00%,-16.40%
582,DeepOnion,ONION,2.02 십억,125.08,16.12 백만,4.20 백만,-1.92%,-7.26%,-16.63%
583,Niobium Coin,NBC,1.98 십억,40.08,49.38 백만*,605.37 천,-1.22%,-10.25%,-25.47%
584,Global Social...,GSC,1.98 십억,4.18,472.92 백만*,293.59 백만,-2.84%,-3.25%,-25.02%
585,Humaniq,HMQ,1.96 십억,10.56,185.29 백만*,98.01 백만,-1.45%,-6.11%,-9.56%
586,Ubex,UBEX,1.96 십억,0.646723,3.03 십억*,578.11 백만,-3.43%,-7.16%,-10.20%
587,Xriba,XRA,1.95 십억,29.83,65.48 백만*,4.66 백만,-0.08%,4.25%,-17.20%
588,CashBet Coin,CBC,1.95 십억,12.69,153.57 백만*,77.45 백만,-1.29%,-4.28%,-23.00%
589,DACSEE,DACS,1.94 십억,2.59,747.35 백만*,18.76 백만,-2.49%,-6.41%,-23.39%
590,MintCoin,MINT,1.93 십억,0.077536,24.95 십억*,2.50 백만,-1.69%,66.78%,-16.78%
591,Semux,SEM,1.92 십억,217.09,8.83 백만,6.25 백만,-4.92%,-14.67%,-38.43%
592,Liquidity Net...,LQD,1.91 십억,44.3,43.13 백만*,245.22 백만,-2.55%,-1.78%,-18.74%
593,Dotcoin,DOT,1.91 십억,6.12,312.02 백만*,5.15 백만,-1.71%,-1.80%,-12.69%
594,Auroracoin,AUR,1.89 십억,110.75,17.10 백만,1.95 백만,-0.64%,3.82%,-13.49%
595,DomRaider,DRT,1.89 십억,3.19,591.50 백만*,53.75 백만,-0.64%,-2.46%,-14.65%
596,HashCoin,HSC,1.88 십억,0.146189,12.86 십억*,2.63 백만,-2.12%,-5.07%,-19.85%
597,Pura,PURA,1.86 십억,10.61,175.07 백만,2.82 백만,-2.03%,-9.60%,-21.54%
598,aXpire,AXPR,1.86 십억,6.77,274.50 백만*,239.19 백만,-2.57%,-2.46%,-28.20%
599,HollyWoodCoin,HWC,1.85 십억,154.29,12.01 백만,145.39 백만,-1.68%,-5.34%,-26.02%
600,Karma,KRM,1.84 십억,1.03,1.78 십억*,42.00 백만,-14.12%,-14.79%,-20.71%
601,Unibright,UBT,1.82 십억,13.08,139.46 백만*,129.27 백만,-2.48%,-8.99%,-13.34%
602,LINA,LINA,1.82 십억,16.91,107.54 백만*,75.49 백만,-0.42%,-4.50%,-30.32%
603,ZelCash,ZEL,1.82 십억,39.05,46.57 백만,3.42 백만,-1.05%,-7.80%,-19.14%
604,Circuits of V...,COVAL,1.78 십억,1.78,1.00 십억*,813.44 천,-1.70%,-5.52%,-13.99%
605,Gambit,GAM,1.76 십억,1524.56,1.15 백만*,3.47 백만,-0.98%,6.95%,-10.06%
606,ZMINE,ZMN,1.75 십억,13.05,134.25 백만*,2.03 백만,-0.81%,1.38%,-8.68%
607,Paypex,PAYX,1.75 십억,25.61,68.43 백만*,17.56 백만,0.17%,2.15%,-20.77%
608,Snetwork,SNET,1.75 십억,13.06,133.92 백만*,5.58 백만,-18.70%,-17.89%,-34.27%
609,Bitcoin Incog...,XBI,1.73 십억,248.85,6.93 백만,15.96 백만,-6.23%,-6.89%,-18.30%
610,Phantasma,SOUL,1.72 십억,29.45,58.33 백만*,134.55 백만,-4.09%,-4.37%,-30.11%
611,POPCHAIN,PCH,1.71 십억,3.36,510.66 백만*,194.93 백만,-5.18%,-20.41%,-46.49%
612,STK,STK,1.69 십억,4.95,341.84 백만*,47.49 백만,-1.76%,-1.94%,-19.14%
613,Zephyr,ZEPH,1.69 십억,5.94,284.38 백만*,1.28 백만,-0.44%,13.12%,-10.32%
614,Kcash,KCASH,1.68 십억,5.34,315.51 백만*,287.17 백만,-1.82%,-8.36%,-24.80%
615,Russian Miner...,RMC,1.68 십억,1112202,1.51 천*,1.55 백만,-1.69%,3.12%,2.12%
616,Databits,DTB,1.68 십억,73.66,22.75 백만*,1.01 백만,-1.68%,7.64%,-16.46%
617,Howdoo,UDOO,1.67 십억,18.61,89.69 백만*,28.84 백만,-2.02%,-3.26%,-35.42%
618,Cardstack,CARD,1.67 십억,0.692195,2.41 십억*,160.32 백만,-3.58%,-8.14%,-28.34%
619,Banca,BANCA,1.66 십억,0.092358,17.93 십억*,27.30 백만,-3.14%,-3.27%,-19.84%
620,PRASM,PSM,1.65 십억,0.81409,2.03 십억*,1.23 백만,-1.70%,-22.44%,-0.86%
621,ZPER,ZPR,1.65 십억,1.23,1.34 십억*,68.07 백만,-1.35%,-8.66%,-40.80%
622,RightMesh,RMESH,1.65 십억,27.47,59.92 백만*,69.98 백만,12.67%,2.01%,-2.59%
623,UNIVERSAL CASH,UCASH,1.64 십억,0.196932,8.34 십억*,104.83 백만,-1.39%,-4.09%,-9.11%
624,SunContract,SNC,1.64 십억,13.38,122.71 백만*,249.00 백만,-1.42%,-4.12%,-19.09%
625,SUQA,SUQA,1.64 십억,4.04,406.70 백만,21.21 백만,-1.90%,-5.94%,-35.14%
626,FarmaTrust,FTT,1.64 십억,2.73,600.00 백만*,10.94 백만,-2.57%,-4.76%,14.35%
627,BitSend,BSD,1.64 십억,76.23,21.46 백만,11.59 백만,-1.69%,-1.88%,-5.44%
628,Hacken,HKN,1.63 십억,304.44,5.36 백만*,226.99 백만,-2.11%,-5.41%,-20.77%
629,NewYorkCoin,NYC,1.61 십억,0.012032,134.02 십억,2.91 백만,-7.70%,-25.91%,-10.94%
630,EnergiToken,ETK,1.61 십억,1.18,1.36 십억*,11.60 백만,-2.62%,-4.30%,-28.47%
631,Sharder,SS,1.61 십억,5.69,283.28 백만*,122.25 백만,-2.91%,-8.27%,-22.26%
632,Morpheus.Network,MRPH,1.58 십억,53.36,29.66 백만*,42.06 백만,-2.37%,-8.99%,-20.06%
633,MidasProtocol,MAS,1.58 십억,6.03,262.55 백만*,21.05 백만,-3.72%,-7.62%,-22.14%
634,DAEX,DAX,1.58 십억,4.44,354.67 백만*,353.32 백만,-4.30%,-5.00%,-13.49%
635,Musicoin,MUSIC,1.57 십억,1.28,1.23 십억,261.48 백만,-3.62%,-9.10%,-24.40%
636,Matchpool,GUP,1.57 십억,20.91,75.00 백만*,273.06 백만,-3.05%,-0.06%,-7.30%
637,Grid+,GRID,1.55 십억,39.63,39.24 백만*,5.37 백만,-2.98%,-13.52%,-41.16%
638,Effect.AI,EFX,1.53 십억,7.42,206.67 백만* ,2.03 백만,-1.38%,8.72%,22.05%
639,Nebula AI,NBAI,1.53 십억,1.32,1.16 십억*,2.06 백만,-2.99%,-8.62%,-9.22%
640,Tolar,TOL,1.52 십억,4.81,315.63 백만*,190.11 백만,-1.21%,-12.81%,-26.82%
641,Cappasity,CAPP,1.51 십억,3.02,501.19 백만*,74.94 백만,-0.80%,-5.74%,-16.46%
642,Chronobank,TIME,1.50 십억,2109.35,710.11 천*,48.01 백만,-3.32%,-7.05%,-4.48%
643,Omni,OMNI,1.50 십억,2663.07,561.71 천*,11.58 백만,-1.69%,3.88%,-19.50%
644,DAV Coin,DAV,1.49 십억,3.28,454.64 백만*,60.29 백만,-5.35%,-3.50%,-20.99%
645,Airbloc,ABL,1.49 십억,7.72,192.83 백만*,267.39 백만,-2.68%,-0.59%,-13.57%
646,DAOstack,GEN,1.48 십억,38.54,38.46 백만* ,2.41 백만,-3.70%,-9.63%,-0.88%
647,Gems,GEM,1.47 십억,1.29,1.15 십억*,6.32 백만,-1.90%,-3.79%,-15.94%
648,Zeusshield,ZSC,1.47 십억,1.27,1.15 십억*,17.81 백만,-1.66%,-3.41%,-23.54%
649,Solaris,XLR,1.46 십억,897.88,1.63 백만*,1.99 백만,-1.79%,-15.61%,-15.34%
650,Crowd Machine,CMCT,1.45 십억,3.09,470.16 백만*,11.70 백만,-6.53%,-18.85%,-36.73%
651,Gentarium,GTM,1.45 십억,736.58,1.96 백만,3.72 백만,-3.22%,1.89%,-10.01%
652,TraDove B2BCoin,BBC,1.44 십억,2.88,500.00 백만*,43.83 백만,-1.17%,-6.31%,-18.65%
653,TrueFlip,TFL,1.44 십억,230.15,6.25 백만*,103.35 백만,-1.49%,-5.24%,-22.84%
654,DeviantCoin,DEV,1.44 십억,107.13,13.41 백만,2.01 백만,-1.69%,-2.98%,-18.22%
655,VINchain,VIN,1.43 십억,2.98,480.11 백만*,207.72 백만,-1.91%,-8.98%,-27.47%
656,BitMart Token,BMX,1.42 십억,12.23,116.49 백만*,217.38 백만,-3.85%,-8.11%,-26.57%
657,Litex,LXT,1.42 십억,1.74,820.00 백만*,321.49 백만,-2.47%,-1.58%,-18.39%
658,Stellite,XTL,1.41 십억,0.194479,7.26 십억,14.49 백만,-7.91%,-23.10%,-29.17%
659,Masari,MSR,1.41 십억,163.89,8.61 백만,4.08 백만,1.64%,-5.35%,-21.85%
660,SolarCoin,SLR,1.40 십억,28.34,49.56 백만*,2.19 백만,-1.69%,-1.09%,-16.83%
661,Ormeus Coin,ORME,1.40 십억,82.16,17.03 백만*,560.23 백만,-1.99%,-4.51%,-19.62%
662,EXRNchain,EXRN,1.40 십억,0.015086,92.50 십억*,41.82 백만,-3.06%,-2.40%,-19.57%
663,indaHash,IDH,1.37 십억,3.44,399.94 백만*,139.66 백만,-1.63%,-3.27%,-24.94%
664,Gene Source C...,GENE,1.37 십억,3.72,368.94 백만*,15.28 백만,-0.48%,-6.42%,-17.35%
665,Ethersocial,ESN,1.37 십억,53.57,25.61 백만,1.34 백만,-3.30%,-5.30%,-23.52%
666,Sphere,SPHR,1.37 십억,444.78,3.08 백만*,171.12 백만,-2.57%,-3.83%,11.70%
667,WABnetwork,WAB,1.37 십억,0.137933,9.94 십억*,6.16 백만,-1.86%,-5.35%,-0.79%
668,HiCoin,XHI,1.37 십억,0.308094,4.43 십억,9.18 백만,-1.68%,11.16%,37.96%
669,ugChain,UGC,1.37 십억,2.4,568.84 백만*,1.41 백만,-1.21%,-5.77%,-3.72%
670,Egretia,EGT,1.36 십억,0.41534,3.29 십억*,220.88 백만,-3.45%,-6.66%,-21.77%
671,Patientory,PTOY,1.36 십억,19.46,70.00 백만*,86.51 백만,0.68%,-8.10%,-2.23%
672,GoByte,GBX,1.36 십억,434.56,3.13 백만,30.19 백만,-0.95%,-3.91%,-13.79%
673,GoNetwork,GOT,1.36 십억,23.79,57.00 백만*,242.35 백만,-6.44%,-13.14%,-35.93%
674,Molecule,MOL,1.35 십억,0.105457,12.78 십억*,1.63 십억,-2.99%,-4.08%,-23.19%
675,Neurotoken,NTK,1.35 십억,17.08,78.91 백만*,80.10 백만,-5.35%,-10.11%,-17.91%
676,Ink Protocol,XNK,1.35 십억,6.94,193.95 백만*,77.71 백만,-2.14%,-5.57%,-25.05%
677,GeoCoin,GEO,1.35 십억,423.14,3.18 백만*,2.90 백만,0.23%,-3.44%,-14.69%
678,Spectre.ai Ut...,SXUT,1.34 십억,54.72,24.53 백만*,32.13 백만,-1.95%,-17.58%,-27.42%
679,Novacoin,NVC,1.33 십억,586.77,2.26 백만,1.28 백만,-1.68%,0.52%,-12.36%
680,On.Live,ONL,1.33 십억,61.35,21.62 백만*,68.54 백만,-4.99%,-5.85%,-19.73%
681,sUSD,SUSD,1.32 십억,1125.26,1.18 백만*,83.56 백만,0.15%,-0.25%,0.03%
682,ContentBox,BOX,1.32 십억,2.14,615.48 백만*,142.51 백만,-2.50%,-4.74%,-44.91%
683,Constellation,DAG,1.30 십억,2.05,635.73 백만*,67.05 백만,-3.59%,-7.73%,-20.22%
684,Experty,EXY,1.29 십억,47.64,27.09 백만*,20.55 백만,-3.52%,-7.77%,-22.38%
685,Swarm City,SWT,1.29 십억,154.53,8.34 백만*,52.08 백만,1.30%,-14.73%,1.47%
686,SIBCoin,SIB,1.28 십억,74.25,17.22 백만,90.93 백만,-1.28%,5.06%,4.55%
687,SelfSell,SSC,1.28 십억,3.27,390.00 백만*,346.41 백만,-1.10%,-5.72%,-12.09%
688,AirWire,WIRE,1.27 십억,10.61,120.06 백만,77.44 백만,-0.80%,1.34%,-9.11%
689,Expanse,EXP,1.27 십억,121.3,10.50 백만,681.14 백만,-2.59%,5.21%,-2.43%
690,OKCash,OK,1.27 십억,17.12,74.29 백만*,14.23 백만,-2.53%,-3.55%,-8.74%
691,EncrypGen,DNA,1.27 십억,18.96,67.03 백만*,5.60 백만,2.29%,-4.22%,-17.20%
692,Capricoin,CPC,1.26 십억,635.53,1.99 백만*,74.43 백만,-2.60%,-6.49%,7.69%
693,Medicalchain,MTN,1.26 십억,5.45,230.74 백만*,43.48 백만,-2.78%,-4.10%,-31.10%
694,Shivom,OMX,1.26 십억,1.89,664.10 백만*,14.98 백만,-8.09%,-11.12%,-34.41%
695,Trinity Netwo...,TNC,1.26 십억,3.77,333.33 백만*,4.00 백만,-3.62%,-4.01%,-22.04%
696,Dovu,DOV,1.24 십억,3.1,399.76 백만*,1.42 백만,-4.60%,-5.48%,-44.01%
697,GoldCoin,GLD,1.24 십억,29.91,41.46 백만,3.35 백만,-1.73%,-3.00%,37.06%
698,WeAreSatoshi,WSX,1.24 십억,50.52,24.53 백만,9.64 백만,-1.73%,-9.91%,-39.61%
699,Golos,GOLOS,1.24 십억,9.94,124.52 백만,6.08 백만,-2.56%,-6.46%,4.79%
700,Bodhi,BOT,1.23 십억,30.73,40.00 백만*,440.38 백만,-4.41%,-9.14%,-36.82%
701,Banyan Network,BBN,1.22 십억,2.59,471.93 백만*,45.79 백만,-1.42%,-3.23%,-29.51%
702,Vexanium,VEX,1.22 십억,4.04,301.80 백만*,391.37 백만,-4.42%,-4.20%,-26.78%
703,NoLimitCoin,NLC2,1.21 십억,5.75,210.58 백만*,9.49 백만,-3.75%,-6.49%,-15.29%
704,Morpheus Labs,MITX,1.21 십억,5.89,205.58 백만*,2.74 백만,-1.99%,-0.98%,-14.66%
705,Aventus,AVT,1.21 십억,201.33,6.00 백만*,11.24 백만,-0.32%,4.00%,-10.38%
706,Cryptosolartech,CST,1.20 십억,18.68,64.28 백만*,206.56 백만,-0.13%,-8.01%,-8.23%
707,DubaiCoin,DBIX,1.20 십억,536.44,2.23 백만,4.83 백만,-7.22%,-10.68%,-23.62%
708,Formosa Finan...,FMF,1.20 십억,1.61,742.02 백만*,85.35 백만,-1.51%,0.59%,-21.70%
709,TrustNote,TTT,1.20 십억,3.86,310.00 백만*,1.64 십억,-3.30%,-13.59%,-30.30%
710,Curecoin,CURE,1.19 십억,49.78,23.92 백만,4.29 백만,-1.83%,5.72%,8.07%
711,CommerceBlock,CBT,1.19 십억,6.85,173.26 백만 *,1.07 백만,-1.69%,5.30%,-20.52%
712,PAYCENT,PYN,1.18 십억,38.55,30.66 백만*,3.30 백만,-5.71%,-29.54%,-42.94%
713,4NEW,KWATT,1.18 십억,21.52,54.61 백만*,37.71 백만,-1.50%,-1.84%,29.22%
714,Turtlecoin,TRTL,1.17 십억,0.044709,26.22 십억,56.65 백만,-4.51%,-8.91%,-22.85%
715,Qwark,QWARK,1.17 십억,17.54,66.67 백만*,3.03 백만,0.00%,-6.15%,-26.86%
716,The Abyss,ABYSS,1.17 십억,5.22,223.41 백만*,89.91 백만,-4.28%,-2.99%,-14.47%
717,Pirl,PIRL,1.16 십억,35.62,32.50 백만,11.93 백만,-1.09%,-7.83%,-23.16%
718,Nework,NKC,1.15 십억,7.78,147.59 백만*,207.06 백만,6.76%,-2.79%,-9.30%
719,Ifoods Chain,IFOOD,1.15 십억,0.459513,2.50 십억*,13.07 백만,-2.99%,24.41%,-38.04%
720,Debitum,DEB,1.14 십억,5.76,198.45 백만*,14.14 백만,-1.82%,-6.03%,-14.54%
721,Hashgard,GARD,1.14 십억,0.073461,15.52 십억*,135.75 백만,-0.43%,4.31%,-22.94%
722,Merculet,MVP,1.14 십억,0.33232,3.42 십억*,588.51 백만,-2.91%,-8.37%,-13.57%
723,Autonio,NIO,1.14 십억,13.71,82.88 백만*,136.17 백만,-1.48%,-0.65%,-6.57%
724,BOXX Token [B...,BOXX,1.14 십억,49.56,22.92 백만*,235.42 백만,-0.83%,-2.67%,-25.65%
725,Silent Notary,SNTR,1.12 십억,0.013451,83.47 십억*,41.01 백만,-4.62%,-1.05%,-13.37%
726,Olive,OLE,1.12 십억,4.05,277.01 백만*,293.11 백만,-2.38%,-15.26%,-1.96%
727,CYCLEAN,CCL,1.12 십억,1.65,678.45 백만*,875.61 천,0.06%,-3.86%,-16.82%
728,OneLedger,OLT,1.12 십억,3.29,339.82 백만*,343.68 백만,-1.37%,-8.52%,-17.58%
729,BDT Token,BDT,1.11 십억,3.26,341.84 백만*,50.33 백만,-2.13%,-12.03%,-51.86%
730,MIB Coin,MIB,1.10 십억,26.39,41.65 백만*,167.65 백만,5.84%,-4.77%,-26.50%
731,Dynamic,DYN,1.10 십억,356.38,3.08 백만,36.58 백만,-3.93%,7.27%,2.45%
732,QChi,QCH,1.10 십억,47.56,23.08 백만*,12.08 백만,-2.96%,1.94%,11.09%
733,42-coin,42,1.09 십억,25957835,42,955.78 천,-1.70%,7.18%,4.63%
734,Zap,ZAP,1.09 십억,8.44,128.69 백만*,2.13 백만,-0.42%,-6.49%,-18.74%
735,Fox Trading,FOXT,1.08 십억,152.09,7.13 백만*,181.86 백만,-2.59%,-6.38%,1.73%
736,X8X Token,X8X,1.08 십억,17.61,61.51 백만*,1.81 백만,-2.71%,-11.57%,-35.89%
737,DNotes,NOTE,1.08 십억,7.97,135.04 백만,75.55 백만,-2.10%,-4.42%,-23.80%
738,Syndicate,SYNX,1.06 십억,32.68,32.52 백만,140.67 백만,-0.09%,-8.64%,-16.15%
739,ArtByte,ABY,1.06 십억,1.33,792.54 백만,6.53 백만,0.63%,-6.79%,-9.16%
740,WeTrust,TRST,1.05 십억,11.44,92.15 백만*,96.06 백만,-1.50%,-3.43%,-22.71%
741,SHIELD,XSH,1.05 십억,2.04,512.97 백만,1.61 백만,-0.66%,-5.35%,-20.20%
742,Sharpe Platfo...,SHP,1.05 십억,60.88,17.18 백만*,3.59 백만,-3.36%,-2.34%,-12.86%
743,EchoLink,EKO,1.03 십억,2.77,372.81 백만*,35.70 백만,-3.35%,-8.14%,-31.27%
744,LogisCoin,LGS,1.03 십억,738.38,1.40 백만*,202.32 백만,-2.10%,-18.10%,49.80%
745,RED,RED,1.02 십억,7.86,130.00 백만*,26.16 백만,-3.31%,-12.57%,-24.03%
746,LatiumX,LATX,1.01 십억,9.65,104.41 백만*,100.26 백만,-2.22%,-3.52%,7.31%
