#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
1242,Vice Industry...,VIT,800.77 백만,2.48,322.74 백만*,509.84 천,-1.70%,-1.40%,-29.71%
1243,2GIVE,2GIVE,792.39 백만,1.52,520.76 백만,285.46 천,-1.75%,-5.24%,-19.25%
1244,Linker Coin,LNC,786.94 백만,6.98,112.78 백만*,215.11 천,-1.69%,-13.58%,-18.49%
1245,Quark,QRK,767.65 백만,2.98,257.17 백만,19.06 천,-1.69%,74.55%,32.67%
1246,NeosCoin,NEOS,762.14 백만,183.95,4.14 백만,383.09 천,-0.03%,0.14%,-24.83%
1247,Ethbits,ETBS,760.45 백만,465.19,1.63 백만*,54.43 천,-1.68%,-3.98%,-20.58%
1248,BlueCoin,BLU,757.46 백만,1.32,574.68 백만,34.98 천,-1.68%,-15.69%,-20.83%
1249,Xenon,XNN,755.38 백만,2.52,300.00 백만*,281.72 천,-2.19%,4.04%,-5.08%
1250,ClearPoll,POLL,747.06 백만,106.72,7.00 백만*,230.35 천,-2.99%,-3.27%,-26.74%
1251,Sovereign Hero,HERO,743.93 백만,155863,4.77 천*,84.82 천,-1.10%,27.07%,-13.51%
1252,Leverj,LEV,734.77 백만,6.22,118.09 백만*,0,0.00%,-1.73%,-51.51%
1253,HEAT,HEAT,732.48 백만,19.36,37.84 백만*,267.74 천,-13.34%,-10.95%,-31.47%
1254,Cruisebit,CRBT,730.71 백만,27.63,26.45 백만*,0,0.00%,-2.21%,-12.13%
1255,Bee Token,BEE,706.84 백만,3.79,186.63 백만*,366.56 천,-2.98%,-5.58%,-24.91%
1256,Darcrus,DAR,705.87 백만,51.9,13.60 백만*,9.85 천,-2.02%,745.96%,2.73%
1257,Fidelium,FID,687.14 백만,5.83,117.85 백만*,0,0.00%,0.00%,-50.18%
1258,Sense,SENSE,684.87 백만,2.74,249.91 백만*,545.77 천,-2.71%,-9.31%,-29.52%
1259,Lynx,LYNX,683.77 백만,0.008884,76.97 십억,356.44 천,-0.90%,19.78%,72.17%
1260,Zeitcoin,ZEIT,672.85 백만,0.018199,36.97 십억,105.63 천,-2.44%,-5.16%,-21.78%
1261,Atmos,ATMOS,672.06 백만,6.67,100.79 백만*,80.01 천,-1.69%,1.33%,-45.60%
1262,Lampix,PIX,664.91 백만,4.91,135.32 백만*,300.82 천,-1.74%,-13.07%,-7.62%
1263,Seal Network,SEAL,664.53 백만,1.33,498.00 백만*,494.90 천,-2.98%,-31.46%,9.79%
1264,Sociall,SCL,654.48 백만,39.16,16.71 백만*,0,0.00%,0.00%,-3.26%
1265,Manna,MANNA,643.79 백만,1.28,503.24 백만*,14.14 천,-1.68%,-0.88%,-8.51%
1266,W3Coin,W3C,639.98 백만,0.012039,53.16 십억*,135.82 천,-2.99%,-11.48%,-13.08%
1267,Target Coin,TGT,632.45 백만,0.664042,952.43 백만*,21.72 천,-1.76%,459.26%,108.83%
1268,BuzzCoin,BUZZ,632.26 백만,0.031638,19.98 십억,339.92 천,11.07%,45.74%,16.04%
1269,Breakout Stake,BRX,619.62 백만,98.85,6.27 백만*,31.63 천,-2.29%,-4.72%,-19.54%
1270,InvestFeed,IFT,615.59 백만,3.22,191.38 백만*,410.36 천,-1.70%,5.40%,-7.69%
1271,Gladius Token,GLA,615.22 백만,42.54,14.46 백만*,0,0.00%,0.00%,51.76%
1272,Tigereum,TIG,609.02 백만,35.1,17.35 백만*,?,0.00%,0.00%,-22.38%
1273,Monster Byte,MBI,608.27 백만,36.16,16.82 백만*,0,0.00%,0.00%,-10.74%
1274,Sether,SETH,592.31 백만,34.28,17.28 백만*,86.56 천,-2.98%,20.29%,-28.36%
1275,OBITS,OBITS,585.99 백만,38.29,15.30 백만*,240.87 천,-2.37%,-8.35%,-20.18%
1276,Ixcoin,IXC,567.51 백만,26.97,21.04 백만*,267.06 천,-1.68%,-8.43%,-0.70%
1277,WorldCoin,WDC,564.33 백만,4.72,119.61 백만,0,0.00%,0.00%,0.00%
1278,Bullion,CBX,557.25 백만,543.69,1.02 백만,3.33 천,-2.60%,-8.50%,-24.66%
1279,Level Up Coin,LUC,544.96 백만,0.546638,996.92 백만*,153.16 천,-1.78%,1.25%,-30.06%
1280,LOCIcoin,LOCI,538.24 백만,13.24,40.66 백만*,512.79 천,-3.41%,-1.74%,-8.85%
1281,FidentiaX,FDX,536.73 백만,5.11,105.00 백만*,?,0.00%,0.00%,-45.87%
1282,Ubcoin Market,UBC,521.99 백만,1.53,342.27 백만*,0,0.00%,0.00%,-0.56%
1283,Breakout,BRK,520.82 백만,27.49,18.95 백만,52.91 천,-1.69%,-4.49%,-9.28%
1284,MaxCoin,MAX,514.52 백만,8.37,61.45 백만,25.36 천,-1.69%,-3.53%,-15.34%
1285,Hush,HUSH,514.21 백만,95.91,5.36 백만,256.37 천,-1.70%,9.21%,14.51%
1286,Qubitica,QBIT,513.25 백만,206.75,2.48 백만*,0,0.00%,-1.99%,-64.61%
1287,PHI Token,PHI,501.95 백만,88.27,5.69 백만*,137.08 천,-4.78%,-3.72%,-14.33%
1288,Sentinel Chain,SENC,495.78 백만,2.51,197.27 백만*,56.58 천,-0.65%,-0.58%,-16.27%
1289,Block-Chain.com,BC,467.67 백만,46.52,10.05 백만*,4.71 천,-1.68%,-2.35%,-27.74%
1290,Pesetacoin,PTC,461.24 백만,3.37,136.84 백만,525.95 천,-1.68%,9.93%,11.19%
1291,e-Gulden,EFL,451.28 백만,26.55,17.00 백만,217.82 천,-2.47%,2.04%,13.05%
1292,HelloGold,HGT,448.64 백만,1.71,263.03 백만*,220.63 천,-3.01%,-16.89%,-37.18%
1293,Publica,PBL,438.00 백만,23.57,18.58 백만*,11.73 천,-1.68%,6.15%,-0.14%
1294,Blockpool,BPL,432.12 백만,19.38,22.29 백만,44.62 천,-1.68%,6.46%,-10.38%
1295,PitisCoin,PTS,426.87 백만,2.7,157.87 백만*,318.10 천,-1.69%,23.55%,-4.90%
1296,Divi Exchange...,DIVX,426.19 백만,451.01,944.98 천*,191.78 천,-1.68%,-3.32%,-20.67%
1297,TeslaCoin,TES,420.11 백만,5.42,77.58 백만,207.19 천,-1.67%,7.35%,-20.51%
1298,EUNO,EUNO,419.82 백만,32.74,12.82 백만,148.09 천,-1.78%,0.94%,-41.55%
1299,FlypMe,FYP,410.27 백만,23.26,17.64 백만*,44.33 천,-1.68%,-3.97%,-2.63%
1300,BunnyCoin,BUN,408.74 백만,0.003967,103.04 십억,91.03 천,-1.76%,6.74%,-17.77%
1301,imbrex,REX,391.84 백만,45.24,8.66 백만*,4.52 천,28.73%,32.29%,-10.32%
1302,Carboneum [C8...,C8,390.16 백만,7.62,51.18 백만*,504.44 천,-2.99%,-5.02%,-37.52%
1303,Carboncoin,CARBON,381.80 백만,0.024805,15.39 십억,0,0.00%,0.00%,-40.71%
1304,Spectiv,SIG,381.75 백만,1.35,282.32 백만*,117.73 천,-2.12%,-16.26%,-23.69%
1305,Ties.DB,TIE,375.05 백만,9.19,40.82 백만*,53.85 천,5.59%,-7.87%,-0.05%
1306,Payfair,PFR,375.03 백만,4.21,89.00 백만*,51.27 천,-2.97%,-7.14%,-28.38%
1307,PWR Coin,PWR,374.66 백만,0.038766,9.66 십억,2.74 천,-1.72%,-3.98%,-13.97%
1308,Shard,SHARD,373.71 백만,29.57,12.64 백만,35.91 천,-1.92%,-3.36%,-16.10%
1309,HyperStake,HYP,373.59 백만,0.271363,1.38 십억*,36.76 천,-1.70%,-15.98%,-10.58%
1310,AudioCoin,ADC,369.03 백만,0.392688,939.75 백만,371.08 천,-0.73%,6.88%,-20.69%
1311,Narrative,NRVE,368.70 백만,7.86,46.93 백만*,334.63 천,-3.00%,-6.24%,-23.17%
1312,I0Coin,I0C,366.26 백만,17.44,21.00 백만,61.30 천,-1.69%,1.28%,-24.09%
1313,Kobocoin,KOBO,364.82 백만,14.77,24.70 백만*,13.26 천,-1.69%,-4.05%,7.66%
1314,Voise,VOISE,363.94 백만,0.6977,521.63 백만*,353.92 천,-1.69%,-6.34%,12.52%
1315,SmileyCoin,SMLY,362.91 백만,0.013979,25.96 십억,107.65 천,20.98%,38.99%,-11.27%
1316,Trollcoin,TROLL,350.58 백만,0.601337,583.01 백만,24.68 천,-2.50%,-1.81%,-20.94%
1317,Monkey Project,MONK,346.04 백만,82.8,4.18 백만,445.03 천,-3.10%,-6.76%,-26.04%
1318,BlockCAT,CAT,334.45 백만,45.44,7.36 백만* ,0,0.00%,-2.46%,-10.24%
1319,Universe,UNI,330.09 백만,6.86,48.09 백만*,394.38 천,1.59%,50.01%,-13.23%
1320,Bitswift,BITS,329.35 백만,84.78,3.88 백만*,165.85 천,-1.68%,-0.95%,-6.13%
1321,Ethorse,HORSE,324.08 백만,3.06,105.91 백만*,35.17 천,-2.99%,-27.46%,-43.07%
1322,QubitCoin,Q2C,315.40 백만,0.937713,336.34 백만,0,0.00%,0.00%,0.00%
1323,Bridge Protocol,TOLL,315.18 백만,1.38,228.10 백만*,95.41 천,-3.24%,-9.93%,-27.95%
1324,Talao,TALAO,312.95 백만,30.6,10.23 백만*,33.66 천,-2.99%,6.15%,-8.18%
1325,Blockpass,PASS,312.62 백만,2.75,113.58 백만*,19.68 천,-1.92%,-6.00%,-13.39%
1326,SIMDAQ,SMQ,301.80 백만,17.13,17.62 백만*,2.01 천,-2.17%,-0.51%,-21.84%
1327,PopularCoin,POP,298.42 백만,0.077535,3.85 십억,86.09 천,-1.70%,91.90%,-7.41%
1328,Condensate,RAIN,296.78 백만,0.697791,425.32 백만,498.02 천,-0.76%,-5.58%,-30.90%
1329,Rookiecoin,RKC,293.77 백만,0.096915,3.03 십억*,99.33 천,-1.69%,-3.43%,-30.90%
1330,Bitibu Coin,BTB,290.94 백만,68.42,4.25 백만*,0,-4.08%,17.91%,-0.61%
1331,BioCoin,BIO,289.89 백만,0.387739,747.64 백만*,335.64 천,-1.69%,0.75%,-9.79%
1332,Zennies,ZENI,283.04 백만,0.282807,1.00 십억*,0,0.00%,0.10%,4.82%
1333,Cryptonite,XCN,274.66 백만,0.387662,708.51 백만,100.90 천,-1.68%,4.76%,-19.92%
1334,Orbitcoin,ORB,272.51 백만,84.61,3.22 백만,22.04 천,-1.57%,-5.72%,-14.15%
1335,Equal,EQL,272.11 백만,0.675976,402.54 백만*,0,0.00%,-1.53%,-12.72%
1336,Signals Network,SGN,271.23 백만,3.08,88.00 백만*,0,0.00%,-2.64%,-6.42%
1337,Chronologic,DAY,268.90 백만,338.9,793.46 천*,0,0.00%,0.00%,-21.94%
1338,Decentralized...,DML,264.52 백만,4.2,63.03 백만*,0,0.00%,0.00%,-25.77%
1339,RussiaCoin,RC,260.47 백만,31.09,8.38 백만,347.29 천,12.64%,-10.55%,-39.75%
1340,STRAKS,STAK,257.16 백만,24.91,10.32 백만,364.31 천,-1.71%,-3.57%,-21.38%
1341,PoSW Coin,POSW,253.52 백만,5.75,44.10 백만*,0,0.00%,-2.47%,-12.01%
1342,EquiTrader,EQT,252.19 백만,22.1,11.41 백만,44.91 천,-1.68%,-14.65%,-0.98%
1343,Verify,CRED,247.97 백만,18.36,13.51 백만*,57.34 천,-2.95%,-2.87%,-51.82%
1344,Photon,PHO,244.32 백만,0.009379,26.05 십억,64.29 천,-2.55%,-5.04%,-16.15%
1345,Gainer,GNR,236.23 백만,21.79,10.84 백만,9.36 천,-1.67%,-4.82%,-40.32%
1346,CryptoPing,PING,230.30 백만,23.14,9.95 백만*,47.31 천,-1.73%,-16.68%,-25.69%
1347,WomenCoin,WOMEN,223.20 백만,0.004606,48.46 십억,70.33 천,-0.71%,19.46%,-19.76%
1348,BLOC.MONEY,BLOC,222.08 백만,28.46,7.80 백만*,451.09 천,-1.68%,-1.54%,-23.78%
1349,808Coin,808,221.65 백만,0.000202,1.10 조,462.42 천,0.13%,0.69%,-17.44%
1350,PRiVCY,PRIV,220.06 백만,13.77,15.98 백만*,384.24 천,-5.38%,231.20%,152.48%
1351,Helleniccoin,HNC,218.63 백만,3.22,67.95 백만,78.62 천,-1.69%,-6.61%,-11.85%
1352,KekCoin,KEK,218.52 백만,20.39,10.72 백만*,71.30 천,-1.68%,-3.79%,-10.43%
1353,Hackspace Cap...,HAC,213.17 백만,0.659025,323.47 백만*,13.58 천,-1.68%,8.83%,-21.02%
1354,Blockchain Ce...,BCDT,211.58 백만,6.79,31.14 백만*,43.74 천,-2.98%,-4.40%,-18.27%
1355,FundRequest,FND,211.01 백만,4.53,46.53 백만*,103.62 천,-2.99%,-3.52%,-8.53%
1356,ZEST,ZEST,210.07 백만,92.43,2.27 백만,0,0.00%,0.00%,-25.14%
1357,FujiCoin,FJC,208.88 백만,0.117385,1.78 십억,10.87 천,-1.67%,-3.10%,-13.69%
1358,Knoxstertoken,FKX,208.25 백만,1.81,114.86 백만*,0,0.00%,-1.56%,-27.62%
1359,Biotron,BTRN,205.67 백만,6.3,32.67 백만*,98.70 천,-2.27%,-4.78%,-29.32%
1360,DigitalPrice,DP,202.32 백만,10.23,19.78 백만*,235.48 천,-1.69%,-5.11%,-20.42%
1361,IncaKoin,NKA,199.56 백만,0.011125,17.94 십억,15.05 천,-2.59%,0.02%,-22.53%
1362,PeepCoin,PCN,199.34 백만,0.006235,31.97 십억*,515.72 천,-1.38%,2.12%,-19.28%
1363,Digital Insur...,DIT,199.24 백만,0.950001,209.73 백만*,44.52 천,-1.96%,-2.43%,16.63%
1364,NEVERDIE,NDC,197.47 백만,4.82,41.00 백만*,3.44 천,-2.99%,-4.92%,7.35%
1365,Vsync,VSX,195.98 백만,1.22,160.56 백만,6.24 천,-1.69%,7.98%,-35.45%
1366,Commodity Ad ...,CDX,193.14 백만,5.93,32.55 백만*,0,0.00%,0.00%,-15.76%
1367,bitGold,BITGOLD,190.81 백만,1006977,189.49 *,416.41 천,-1.13%,-4.54%,-10.36%
1368,Fabric Token,FT,187.18 백만,7.61,24.59 백만*,147.97 천,12.06%,12.89%,14.72%
1369,Rapids,RPD,186.44 백만,0.077518,2.41 십억*,489.89 천,-2.03%,-26.52%,-38.55%
1370,DCORP Utility,DRPU,186.43 백만,52.81,3.53 백만*,0,0.00%,0.04%,-10.10%
1371,FantasyGold,FGC,184.30 백만,15.49,11.89 백만,499.63 천,5.37%,8.40%,-11.67%
1372,Opal,OPAL,182.79 백만,12.07,15.15 백만*,0,0.00%,0.00%,-13.30%
1373,Evimeria,EVI,179.58 백만,0.011571,15.52 십억*,273.56 천,-2.99%,6.84%,-24.26%
1374,TrumpCoin,TRUMP,175.60 백만,26.59,6.60 백만,90.65 천,-2.05%,-3.91%,-6.78%
1375,Truckcoin,TRK,174.98 백만,0.775324,225.69 백만*,432.29 천,-1.69%,-3.98%,-19.22%
1376,CREA,CREA,173.25 백만,9.73,17.81 백만,130.83 천,-1.68%,-12.13%,-19.65%
1377,Bitmark,BTM,168.50 백만,16.28,10.35 백만,224.86 천,-1.68%,-6.30%,-19.72%
1378,Adzcoin,ADZ,165.98 백만,3.69,45.03 백만,95.96 천,-1.89%,1.84%,-11.53%
1379,Fastcoin,FST,164.24 백만,1.05,156.91 백만,123.48 천,-1.69%,12.73%,65.92%
1380,Advanced Tech...,ARC,163.71 백만,6.48,25.26 백만,475.16 천,-2.05%,-0.83%,-12.27%
1381,bitBTC,BITBTC,162.95 백만,3666142,44.45 *,240.02 천,-1.21%,-7.49%,-19.93%
1382,Tokia,TKA,161.11 백만,3.82,42.14 백만*,438.35 천,-2.26%,14.15%,8.42%
1383,Bitcloud,BTDX,160.80 백만,5.93,27.11 백만*,18.84 천,-1.68%,-2.06%,-26.03%
1384,Moin,MOIN,160.13 백만,19.96,8.02 백만*,435,-1.68%,8.84%,-0.32%
1385,Canada eCoin,CDN,159.71 백만,1.64,97.42 백만,35.85 천,-1.25%,-14.47%,-27.86%
1386,Etheriya,RIYA,157.15 백만,99.37,1.58 백만*,0,0.00%,0.00%,-35.84%
1387,Live Stars,LIVE,157.10 백만,3.95,39.73 백만*,88.86 천,-1.68%,0.23%,4.38%
1388,SHPING,SHPING,156.71 백만,0.200661,780.97 백만*,0,-2.99%,-9.36%,-7.59%
1389,PyrexCoin,PYX,152.72 백만,14.31,10.67 백만,30.99 천,-2.15%,-33.31%,-5.04%
1390,TagCoin,TAG,151.89 백만,23.61,6.43 백만,39.95 천,-1.69%,0.10%,-30.27%
1391,CrowdWiz,WIZ,149.93 백만,19.15,7.83 백만*,212.46 천,-1.92%,-2.93%,-20.49%
1392,HUZU,HUZU,146.78 백만,76.37,1.92 백만,53.86 천,-1.69%,-4.72%,-25.06%
1393,Digitalcoin,DGC,145.02 백만,4.67,31.08 백만,558.23 천,-1.00%,-16.56%,-28.89%
1394,Phoenixcoin,PXC,141.88 백만,1.99,71.34 백만,47.22 천,-3.36%,-3.64%,-16.11%
1395,EtherSportz,ESZ,141.83 백만,20.54,6.91 백만*,22.31 천,-2.78%,2.43%,-18.23%
1396,Bitradio,BRO,138.77 백만,19.75,7.03 백만*,93.88 천,-2.23%,-5.61%,-11.05%
1397,BitBar,BTB,138.76 백만,3517.37,39.45 천,75.15 천,-1.69%,-3.00%,-17.28%
1398,Bitsum,BSM,138.43 백만,0.113492,1.22 십억*,514.66 천,43.23%,38.08%,3.02%
1399,Advanced Inte...,AIB,135.02 백만,4.19,32.23 백만,508.58,-1.68%,-19.90%,10.09%
1400,WELL,WELL,134.72 백만,1.92,70.08 백만*,0,-2.30%,-19.38%,-14.91%
1401,Innova,INN,134.17 백만,26.57,5.05 백만,145.89 천,-1.81%,-11.76%,-25.61%
1402,Compound Coin,COMP,133.72 백만,0.006796,19.68 십억,172.61 천,-2.58%,-4.13%,-24.42%
1403,Mithril Ore,MORE,132.91 백만,11785.71,11.28 천*,?,0.00%,0.00%,-0.96%
1404,Tracto,TRCT,132.58 백만,4.93,26.91 백만*,17.34 천,15.28%,-0.78%,-33.43%
1405,Crave,CRAVE,132.31 백만,8.61,15.37 백만*,160.06 천,8.37%,-6.29%,-23.46%
1406,FirstCoin,FRST,131.00 백만,4.2,31.21 백만,260.29 천,-1.80%,-7.43%,-20.50%
1407,Freicoin,FRC,130.28 백만,4.11,31.70 백만,64.43 천,-1.69%,-4.87%,-11.77%
1408,Megacoin,MEC,128.45 백만,3.41,37.65 백만,9.04 천,15.87%,17.36%,-0.90%
1409,MarteXcoin,MXT,127.70 백만,40.58,3.15 백만,147.92 천,-11.30%,-23.76%,-37.75%
1410,HireMatch,HIRE,126.22 백만,3.92,32.24 백만*,68.92 천,-2.91%,-9.21%,-38.81%
1411,Unitus,UIS,125.36 백만,1.94,64.68 백만,122.53 천,22.91%,20.03%,16.58%
1412,Gapcoin,GAP,124.38 백만,8.77,14.18 백만,0,0.00%,0.00%,0.00%
1413,iDealCash,DEAL,124.01 백만,0.103463,1.20 십억,816.62,31.19%,-1.37%,0.88%
1414,Orbis Token,OBT,121.97 백만,6.36,19.17 백만*,68.46 천,-3.24%,1.11%,-2.53%
1415,Bitcoin Scrypt,BTCS,120.27 백만,6.83,17.62 백만,190.88 천,-1.73%,-6.44%,1.69%
1416,BritCoin,BRIT,120.14 백만,5.65,21.27 백만,0,0.00%,-2.83%,-7.60%
1417,PlatinumBAR,XPTX,119.41 백만,59.31,2.01 백만,274.17 천,-1.89%,-3.23%,-40.80%
1418,Ethereum Cash,ECASH,118.61 백만,8.41,14.10 백만*,20.21 천,-1.68%,0.82%,-19.72%
1419,PayCoin,XPY,118.43 백만,9.89,11.98 백만,8.50 천,-1.69%,-12.54%,-19.42%
1420,Joulecoin,XJO,116.08 백만,3.11,37.37 백만,98.16 천,-1.62%,-11.48%,-50.19%
1421,Bitcoin Adult,BTAD,114.97 백만,4.62,24.90 백만*,457.14 천,-4.41%,-18.93%,32.31%
1422,Speed Mining ...,SMS,114.17 백만,1090.62,104.68 천*,0,0.00%,0.00%,-51.91%
1423,Ignition,IC,114.08 백만,116.03,983.17 천,194.57 천,-1.48%,-4.87%,-7.40%
1424,CryCash,CRC,112.49 백만,24.47,4.60 백만*,340.99 천,-1.64%,-10.37%,-33.20%
1425,Shadow Token,SHDW,111.26 백만,15.89,7.00 백만*,34.45 천,-1.66%,-4.09%,56.16%
1426,BBSCoin,BBS,110.69 백만,0.0016,69.17 십억*,234.11 천,-2.86%,-5.90%,-18.96%
1427,Musiconomi,MCI,110.29 백만,3.98,27.69 백만*,0,0.00%,0.00%,-17.99%
1428,MagicCoin,MAGE,110.07 백만,14.61,7.54 백만,0,0.00%,0.00%,0.00%
1429,Newton Coin P...,NCP,109.30 백만,0.001097,99.68 십억,303.61 천,-2.59%,-5.35%,-29.35%
1430,CatoCoin,CATO,108.45 백만,42.45,2.55 백만,512.64 천,38.93%,26.06%,0.59%
1431,Sola Token,SOL,108.37 백만,3.73,29.04 백만*,544.40 천,-4.25%,-1.48%,5.67%
1432,Jesus Coin,JC,107.80 백만,0.005996,17.98 십억*,31.53 천,-3.13%,17.10%,-6.42%
1433,Sugar Exchange,SGR,107.50 백만,4.88,22.01 백만*,49.01 천,-1.68%,3.14%,-18.68%
1434,KZ Cash,KZC,107.00 백만,48.55,2.20 백만,52.61 천,-1.29%,14.42%,-2.49%
1435,Elcoin,EL,106.46 백만,9.5,11.21 백만*,425.66,-1.69%,-0.98%,-7.68%
1436,Knekted,KNT,105.78 백만,0.528902,200.00 백만*,52.60 천,-2.63%,-3.00%,-10.81%
1437,Blakecoin,BLC,103.94 백만,5.13,20.25 백만,16.83 천,-1.68%,-8.55%,-16.67%
1438,Origami,ORI,102.65 백만,24.29,4.23 백만*,0,0.00%,0.06%,-19.85%
1439,Commercium,CMM,102.14 백만,3.36,30.40 백만,0,0.00%,-0.93%,86.41%
1440,HOdlcoin,HODL,99.16 백만,0.426428,232.52 백만,14.41 천,-1.69%,-13.17%,-18.84%
1441,Regalcoin,REC,98.33 백만,7.68,12.80 백만,65.35 천,-1.51%,-8.20%,21.79%
1442,Startcoin,START,97.86 백만,2.17,45.08 백만,113.88 천,-1.69%,16.90%,-11.49%
1443,BrokerNekoNet...,BNN,97.75 백만,0.032641,2.99 십억*,29.85 천,-1.30%,259.46%,311.69%
1444,Bitcoin Fast,BCF,96.36 백만,5.66,17.03 백만,36.69 천,-1.68%,-4.63%,-24.30%
1445,Ultimate Secu...,USC,95.83 백만,9.27,10.34 백만,3.19 천,-1.70%,-41.45%,77.27%
1446,Nerves,NER,95.48 백만,0.029298,3.26 십억*,103.10 천,-1.65%,2.83%,-31.76%
1447,Piggycoin,PIGGY,95.25 백만,0.193831,491.39 백만,21.34 천,-1.68%,-31.81%,-29.77%
1448,Triangles,TRI,93.73 백만,741.48,126.41 천,2.27 천,-1.70%,-2.36%,-34.98%
1449,Escroco Emerald,ESCE,93.00 백만,0.146451,635.03 백만*,8.78 천,75.09%,26.56%,93.57%
1450,Magi,XMG,91.48 백만,11.06,8.27 백만,92.72 천,-1.44%,-3.42%,-12.96%
1451,Tidex Token,TDX,91.23 백만,9.6,9.50 백만*,23.03 천,-2.32%,15.86%,-36.92%
1452,Digiwage,WAGE,91.19 백만,2.11,43.28 백만,30.93 천,-3.92%,0.35%,10.48%
1453,BTCtalkcoin,TALK,91.11 백만,1.4,65.29 백만,0,0.00%,0.00%,-13.62%
1454,Iridium,IRD,90.73 백만,6.28,14.45 백만,110.96 천,-1.69%,-14.05%,-34.24%
1455,PiplCoin,PIPL,90.57 백만,1.09,83.44 백만*,388.98,-1.68%,-3.98%,4.74%
1456,SagaCoin,SAGA,89.21 백만,14.77,6.04 백만,242.96 천,-0.64%,-1.51%,-19.94%
1457,BitStation,BSTN,88.39 백만,0.024079,3.67 십억*,441.27,-2.99%,-4.92%,-14.37%
1458,UltraCoin,UTC,88.28 백만,1.85,47.78 백만,9.04 천,-1.58%,-0.50%,-25.99%
1459,SGPay,SGP,87.61 백만,43.8,2.00 백만*,0,0.00%,0.00%,-18.51%
1460,SuperCoin,SUPER,86.58 백만,1.74,49.84 백만,0,0.00%,-2.21%,-76.18%
1461,SpreadCoin,SPR,84.56 백만,7.68,11.00 백만,41.02 천,-1.66%,-5.27%,-23.29%
1462,Wispr,WSP,84.39 백만,3.18,26.55 백만,64.17 천,-1.67%,-1.58%,-23.14%
1463,Dorado,DOR,84.14 백만,0.236628,355.58 백만*,69.42 천,-2.26%,-21.14%,-36.93%
1464,NetKoin,NTK,83.77 백만,0.021069,3.98 십억*,101.20 천,-2.99%,-3.36%,-0.73%
1465,Emerald Crypto,EMD,83.74 백만,4.38,19.12 백만,8.58 천,-1.69%,-4.82%,-14.09%
1466,iTicoin,ITI,83.12 백만,2597.61,32.00 천*,2.73 천,-1.69%,-3.98%,-11.31%
1467,Billionaire T...,XBL,83.02 백만,25.4,3.27 백만*,21.87 천,-1.69%,-13.22%,-36.37%
1468,Bitstar,BITS,81.86 백만,4.11,19.90 백만*,0,0.00%,0.03%,-11.05%
1469,Bata,BTA,81.57 백만,16.15,5.05 백만,67.61 천,-1.49%,-14.62%,-1.97%
1470,LiteBar,LTB,80.88 백만,82,986.38 천,0,0.00%,0.00%,0.00%
1471,Golfcoin,GOLF,80.01 백만,0.045289,1.77 십억,0,0.00%,0.00%,0.61%
1472,Ratecoin,XRA,79.59 백만,0.64995,122.45 백만*,54.10 천,-1.69%,4.80%,-9.85%
1473,ZeusNetwork,ZEUS,79.47 백만,0.001135,70.00 십억*,24.54 천,-1.98%,-7.54%,-11.31%
1474,vSlice,VSL,78.96 백만,2.36,33.39 백만*,22.33 천,-1.68%,-2.47%,-28.11%
1475,Onix,ONX,78.87 백만,0.736558,107.07 백만,103.18 천,-1.68%,-16.97%,-3.44%
1476,Marscoin,MARS,78.01 백만,2.76,28.28 백만,0,0.00%,0.00%,0.00%
1477,WavesGo,WGO,77.65 백만,9.13,8.51 백만*,121.74 천,-2.08%,-12.75%,-20.73%
1478,LanaCoin,LANA,77.48 백만,0.077532,999.38 백만,99.36 천,96.64%,-3.98%,-14.56%
1479,AdultChain,XXX,76.21 백만,1.66,45.81 백만*,205.30 천,-1.67%,9.58%,-31.95%
1480,Dystem,DTEM,75.85 백만,19.73,3.84 백만,177.54 천,2.20%,-3.19%,-2.97%
1481,Nyancoin,NYAN,75.08 백만,0.232597,322.81 백만,2.58 천,-1.69%,-3.97%,-26.68%
1482,ChessCoin,CHESS,74.20 백만,1.37,54.03 백만*,0,0.00%,0.08%,-8.94%
1483,Halcyon,HAL,73.06 백만,11.01,6.64 백만,0,0.00%,0.00%,0.00%
1484,Dragonglass,DGS,72.62 백만,0.426428,170.29 백만*,8.14 천,-1.68%,32.03%,-13.97%
1485,Emphy,EPY,72.36 백만,9.16,7.90 백만*,325.39 천,-2.99%,-8.84%,-24.69%
1486,VIVO,VIVO,71.75 백만,22.34,3.21 백만,138.12 천,-0.95%,-4.37%,-28.90%
1487,Rimbit,RBT,71.71 백만,0.362931,197.58 백만*,151.08 천,-1.78%,2.49%,-7.11%
1488,Growers Inter...,GRWI,71.09 백만,59.31,1.20 백만*,37.77 천,3.25%,-26.54%,-0.69%
1489,Cream,CRM,69.95 백만,1.55,45.11 백만,55.39 천,-1.69%,-6.32%,-21.72%
1490,Ethereum Gold,ETG,69.31 백만,5.78,12.00 백만*,86.81 천,-1.68%,-13.22%,-26.01%
1491,Rubies,RBIES,68.44 백만,6.57,10.42 백만*,0,0.00%,0.00%,-1.93%
1492,DarexTravel,DART,68.24 백만,0.000816,83.66 십억*,143.42 천,-2.60%,-36.44%,-34.41%
1493,Bit20,BTWTY,67.03 백만,65972359,1.02 *,34.31 천,-1.11%,158.36%,-1.60%
1494,Creditbit,CRB,66.41 백만,3.95,16.80 백만*,434.51 천,-1.69%,11.69%,57.68%
